 TITLE = "Isotope ratios" 
    Distance        Li7+            
    5.0000000E-02   -1.0084126E+01
    1.5000000E-01   -1.1934410E+01
    2.5000000E-01   -1.3916023E+01
    3.5000000E-01   -1.5232359E+01
    4.5000000E-01   -1.5815327E+01
    5.5000000E-01   -1.6204548E+01
    6.5000000E-01   -1.6683688E+01
    7.5000000E-01   -1.7270451E+01
    8.5000000E-01   -1.7863587E+01
    9.5000000E-01   -1.8340266E+01
    1.0500000E+00   -1.8641052E+01
    1.1500000E+00   -1.8800236E+01
    1.2500000E+00   -1.8900454E+01
    1.3500000E+00   -1.9014326E+01
    1.4500000E+00   -1.9181118E+01
    1.5500000E+00   -1.9410890E+01
    1.6500000E+00   -1.9695957E+01
    1.7500000E+00   -2.0020399E+01
    1.8500000E+00   -2.0366236E+01
    1.9500000E+00   -2.0717043E+01
    2.0500000E+00   -2.1059784E+01
    2.1500000E+00   -2.1385382E+01
    2.2500000E+00   -2.1688440E+01
    2.3500000E+00   -2.1966502E+01
    2.4500000E+00   -2.2219180E+01
    2.5500000E+00   -2.2447376E+01
    2.6500000E+00   -2.2652684E+01
    2.7500000E+00   -2.2836990E+01
    2.8500000E+00   -2.3002228E+01
    2.9500000E+00   -2.3150260E+01
    3.0500000E+00   -2.3282808E+01
    3.1500000E+00   -2.3401440E+01
    3.2500000E+00   -2.3507570E+01
    3.3500000E+00   -2.3602465E+01
    3.4500000E+00   -2.3687261E+01
    3.5500000E+00   -2.3762973E+01
    3.6500000E+00   -2.3830509E+01
    3.7500000E+00   -2.3890684E+01
    3.8500000E+00   -2.3944226E+01
    3.9500000E+00   -2.3991789E+01
    4.0500000E+00   -2.4033958E+01
    4.1500000E+00   -2.4071258E+01
    4.2500000E+00   -2.4104163E+01
    4.3500000E+00   -2.4133095E+01
    4.4500000E+00   -2.4158437E+01
    4.5500000E+00   -2.4180530E+01
    4.6500000E+00   -2.4199683E+01
    4.7500000E+00   -2.4216175E+01
    4.8500000E+00   -2.4230256E+01
    4.9500000E+00   -2.4242152E+01
    5.0500000E+00   -2.4252066E+01
    5.1500000E+00   -2.4260182E+01
    5.2500000E+00   -2.4266667E+01
    5.3500000E+00   -2.4271670E+01
    5.4500000E+00   -2.4275327E+01
    5.5500000E+00   -2.4277762E+01
    5.6500000E+00   -2.4279084E+01
    5.7500000E+00   -2.4279395E+01
    5.8500000E+00   -2.4278785E+01
    5.9500000E+00   -2.4277338E+01
    6.0500000E+00   -2.4275129E+01
    6.1500000E+00   -2.4272224E+01
    6.2500000E+00   -2.4268687E+01
    6.3500000E+00   -2.4264573E+01
    6.4500000E+00   -2.4259933E+01
    6.5500000E+00   -2.4254814E+01
    6.6500000E+00   -2.4249257E+01
    6.7500000E+00   -2.4243301E+01
    6.8500000E+00   -2.4236981E+01
    6.9500000E+00   -2.4230328E+01
    7.0500000E+00   -2.4223372E+01
    7.1500000E+00   -2.4216138E+01
    7.2500000E+00   -2.4208651E+01
    7.3500000E+00   -2.4200933E+01
    7.4500000E+00   -2.4193004E+01
    7.5500000E+00   -2.4184881E+01
    7.6500000E+00   -2.4176582E+01
    7.7500000E+00   -2.4168121E+01
    7.8500000E+00   -2.4159513E+01
    7.9500000E+00   -2.4150771E+01
    8.0500000E+00   -2.4141905E+01
    8.1500000E+00   -2.4132926E+01
    8.2500000E+00   -2.4123844E+01
    8.3500000E+00   -2.4114668E+01
    8.4500000E+00   -2.4105406E+01
    8.5500000E+00   -2.4096064E+01
    8.6500000E+00   -2.4086651E+01
    8.7500000E+00   -2.4077171E+01
    8.8500000E+00   -2.4067631E+01
    8.9500000E+00   -2.4058035E+01
    9.0500000E+00   -2.4048389E+01
    9.1500000E+00   -2.4038696E+01
    9.2500000E+00   -2.4028960E+01
    9.3500000E+00   -2.4019185E+01
    9.4500000E+00   -2.4009374E+01
    9.5500000E+00   -2.3999530E+01
    9.6500000E+00   -2.3989656E+01
    9.7500000E+00   -2.3979753E+01
