# Time          7.0000E+00
    Distance         pH
  5.0000E-02    5.4842E+00
  1.5000E-01    5.5264E+00
  2.5000E-01    5.5380E+00
  3.5000E-01    5.5450E+00
  4.5000E-01    5.5517E+00
  5.5000E-01    5.5584E+00
  6.5000E-01    5.5650E+00
  7.5000E-01    5.5716E+00
  8.5000E-01    5.5781E+00
  9.5000E-01    5.5845E+00
  1.0500E+00    5.5909E+00
  1.1500E+00    5.5973E+00
  1.2500E+00    5.6036E+00
  1.3500E+00    5.6098E+00
  1.4500E+00    5.6160E+00
  1.5500E+00    5.6222E+00
  1.6500E+00    5.6283E+00
  1.7500E+00    5.6344E+00
  1.8500E+00    5.6404E+00
  1.9500E+00    5.6463E+00
  2.0500E+00    5.6523E+00
  2.1500E+00    5.6581E+00
  2.2500E+00    5.6640E+00
  2.3500E+00    5.6698E+00
  2.4500E+00    5.6755E+00
  2.5500E+00    5.6813E+00
  2.6500E+00    5.6869E+00
  2.7500E+00    5.6926E+00
  2.8500E+00    5.6982E+00
  2.9500E+00    5.7038E+00
  3.0500E+00    5.7093E+00
  3.1500E+00    5.7148E+00
  3.2500E+00    5.7203E+00
  3.3500E+00    5.7257E+00
  3.4500E+00    5.7311E+00
  3.5500E+00    5.7364E+00
  3.6500E+00    5.7418E+00
  3.7500E+00    5.7471E+00
  3.8500E+00    5.7523E+00
  3.9500E+00    5.7576E+00
  4.0500E+00    5.7628E+00
  4.1500E+00    5.7679E+00
  4.2500E+00    5.7731E+00
  4.3500E+00    5.7782E+00
  4.4500E+00    5.7833E+00
  4.5500E+00    5.7883E+00
  4.6500E+00    5.7934E+00
  4.7500E+00    5.7984E+00
  4.8500E+00    5.8034E+00
  4.9500E+00    5.8083E+00
  5.0500E+00    5.8132E+00
  5.1500E+00    5.8181E+00
  5.2500E+00    5.8230E+00
  5.3500E+00    5.8279E+00
  5.4500E+00    5.8327E+00
  5.5500E+00    5.8375E+00
  5.6500E+00    5.8423E+00
  5.7500E+00    5.8471E+00
  5.8500E+00    5.8518E+00
  5.9500E+00    5.8565E+00
  6.0500E+00    5.8612E+00
  6.1500E+00    5.8659E+00
  6.2500E+00    5.8706E+00
  6.3500E+00    5.8752E+00
  6.4500E+00    5.8798E+00
  6.5500E+00    5.8844E+00
  6.6500E+00    5.8890E+00
  6.7500E+00    5.8936E+00
  6.8500E+00    5.8981E+00
  6.9500E+00    5.9027E+00
  7.0500E+00    5.9072E+00
  7.1500E+00    5.9117E+00
  7.2500E+00    5.9161E+00
  7.3500E+00    5.9206E+00
  7.4500E+00    5.9250E+00
  7.5500E+00    5.9294E+00
  7.6500E+00    5.9339E+00
  7.7500E+00    5.9382E+00
  7.8500E+00    5.9426E+00
  7.9500E+00    5.9470E+00
  8.0500E+00    5.9513E+00
  8.1500E+00    5.9557E+00
  8.2500E+00    5.9600E+00
  8.3500E+00    5.9643E+00
  8.4500E+00    5.9686E+00
  8.5500E+00    5.9729E+00
  8.6500E+00    5.9771E+00
  8.7500E+00    5.9814E+00
  8.8500E+00    5.9856E+00
  8.9500E+00    5.9898E+00
  9.0500E+00    5.9940E+00
  9.1500E+00    5.9982E+00
  9.2500E+00    6.0024E+00
  9.3500E+00    6.0066E+00
  9.4500E+00    6.0108E+00
