# Time          1.0000E-01
    Distance         pH
  5.0000E-02    5.5067E+00
  1.5000E-01    5.5139E+00
  2.5000E-01    5.5209E+00
  3.5000E-01    5.5278E+00
  4.5000E-01    5.5347E+00
  5.5000E-01    5.5415E+00
  6.5000E-01    5.5483E+00
  7.5000E-01    5.5550E+00
  8.5000E-01    5.5616E+00
  9.5000E-01    5.5682E+00
  1.0500E+00    5.5747E+00
  1.1500E+00    5.5812E+00
  1.2500E+00    5.5876E+00
  1.3500E+00    5.5940E+00
  1.4500E+00    5.6003E+00
  1.5500E+00    5.6066E+00
  1.6500E+00    5.6128E+00
  1.7500E+00    5.6190E+00
  1.8500E+00    5.6251E+00
  1.9500E+00    5.6312E+00
  2.0500E+00    5.6373E+00
  2.1500E+00    5.6432E+00
  2.2500E+00    5.6492E+00
  2.3500E+00    5.6551E+00
  2.4500E+00    5.6610E+00
  2.5500E+00    5.6668E+00
  2.6500E+00    5.6726E+00
  2.7500E+00    5.6783E+00
  2.8500E+00    5.6840E+00
  2.9500E+00    5.6897E+00
  3.0500E+00    5.6953E+00
  3.1500E+00    5.7009E+00
  3.2500E+00    5.7064E+00
  3.3500E+00    5.7119E+00
  3.4500E+00    5.7174E+00
  3.5500E+00    5.7229E+00
  3.6500E+00    5.7283E+00
  3.7500E+00    5.7337E+00
  3.8500E+00    5.7390E+00
  3.9500E+00    5.7443E+00
  4.0500E+00    5.7496E+00
  4.1500E+00    5.7548E+00
  4.2500E+00    5.7601E+00
  4.3500E+00    5.7653E+00
  4.4500E+00    5.7704E+00
  4.5500E+00    5.7755E+00
  4.6500E+00    5.7806E+00
  4.7500E+00    5.7857E+00
  4.8500E+00    5.7908E+00
  4.9500E+00    5.7958E+00
  5.0500E+00    5.8008E+00
  5.1500E+00    5.8057E+00
  5.2500E+00    5.8107E+00
  5.3500E+00    5.8156E+00
  5.4500E+00    5.8205E+00
  5.5500E+00    5.8254E+00
  5.6500E+00    5.8302E+00
  5.7500E+00    5.8350E+00
  5.8500E+00    5.8398E+00
  5.9500E+00    5.8446E+00
  6.0500E+00    5.8494E+00
  6.1500E+00    5.8541E+00
  6.2500E+00    5.8588E+00
  6.3500E+00    5.8635E+00
  6.4500E+00    5.8682E+00
  6.5500E+00    5.8728E+00
  6.6500E+00    5.8774E+00
  6.7500E+00    5.8821E+00
  6.8500E+00    5.8866E+00
  6.9500E+00    5.8912E+00
  7.0500E+00    5.8958E+00
  7.1500E+00    5.9003E+00
  7.2500E+00    5.9048E+00
  7.3500E+00    5.9093E+00
  7.4500E+00    5.9138E+00
  7.5500E+00    5.9183E+00
  7.6500E+00    5.9227E+00
  7.7500E+00    5.9272E+00
  7.8500E+00    5.9316E+00
  7.9500E+00    5.9360E+00
  8.0500E+00    5.9404E+00
  8.1500E+00    5.9447E+00
  8.2500E+00    5.9491E+00
  8.3500E+00    5.9534E+00
  8.4500E+00    5.9577E+00
  8.5500E+00    5.9621E+00
  8.6500E+00    5.9664E+00
  8.7500E+00    5.9706E+00
  8.8500E+00    5.9749E+00
  8.9500E+00    5.9792E+00
  9.0500E+00    5.9834E+00
  9.1500E+00    5.9876E+00
  9.2500E+00    5.9919E+00
  9.3500E+00    5.9961E+00
  9.4500E+00    6.0003E+00
  9.5500E+00    6.0044E+00
  9.6500E+00    6.0086E+00
  9.7500E+00    6.0128E+00
  9.8500E+00    6.0169E+00
  9.9500E+00    6.0211E+00
  1.0050E+01    6.0252E+00
  1.0150E+01    6.0293E+00
  1.0250E+01    6.0334E+00
  1.0350E+01    6.0375E+00
  1.0450E+01    6.0416E+00
  1.0550E+01    6.0456E+00
  1.0650E+01    6.0497E+00
  1.0750E+01    6.0538E+00
  1.0850E+01    6.0578E+00
  1.0950E+01    6.0619E+00
  1.1050E+01    6.0659E+00
  1.1150E+01    6.0699E+00
  1.1250E+01    6.0739E+00
  1.1350E+01    6.0779E+00
  1.1450E+01    6.0819E+00
  1.1550E+01    6.0859E+00
  1.1650E+01    6.0899E+00
  1.1750E+01    6.0938E+00
  1.1850E+01    6.0978E+00
  1.1950E+01    6.1018E+00
  1.2050E+01    6.1057E+00
  1.2150E+01    6.1096E+00
  1.2250E+01    6.1136E+00
  1.2350E+01    6.1175E+00
  1.2450E+01    6.1214E+00
  1.2550E+01    6.1253E+00
  1.2650E+01    6.1292E+00
  1.2750E+01    6.1332E+00
  1.2850E+01    6.1370E+00
  1.2950E+01    6.1409E+00
  1.3050E+01    6.1448E+00
  1.3150E+01    6.1487E+00
  1.3250E+01    6.1526E+00
  1.3350E+01    6.1564E+00
  1.3450E+01    6.1603E+00
  1.3550E+01    6.1642E+00
  1.3650E+01    6.1680E+00
  1.3750E+01    6.1719E+00
  1.3850E+01    6.1757E+00
  1.3950E+01    6.1795E+00
  1.4050E+01    6.1834E+00
  1.4150E+01    6.1872E+00
  1.4250E+01    6.1910E+00
  1.4350E+01    6.1949E+00
  1.4450E+01    6.1987E+00
  1.4550E+01    6.2025E+00
  1.4650E+01    6.2063E+00
  1.4750E+01    6.2101E+00
  1.4850E+01    6.2139E+00
  1.4950E+01    6.2177E+00
  1.5050E+01    6.2215E+00
  1.5150E+01    6.2253E+00
  1.5250E+01    6.2291E+00
  1.5350E+01    6.2329E+00
  1.5450E+01    6.2367E+00
  1.5550E+01    6.2405E+00
  1.5650E+01    6.2443E+00
  1.5750E+01    6.2481E+00
  1.5850E+01    6.2518E+00
  1.5950E+01    6.2556E+00
  1.6050E+01    6.2594E+00
  1.6150E+01    6.2632E+00
  1.6250E+01    6.2669E+00
  1.6350E+01    6.2707E+00
  1.6450E+01    6.2745E+00
  1.6550E+01    6.2782E+00
  1.6650E+01    6.2820E+00
  1.6750E+01    6.2858E+00
  1.6850E+01    6.2896E+00
  1.6950E+01    6.2933E+00
  1.7050E+01    6.2971E+00
  1.7150E+01    6.3008E+00
  1.7250E+01    6.3046E+00
  1.7350E+01    6.3084E+00
  1.7450E+01    6.3121E+00
  1.7550E+01    6.3159E+00
  1.7650E+01    6.3197E+00
  1.7750E+01    6.3234E+00
  1.7850E+01    6.3272E+00
  1.7950E+01    6.3310E+00
  1.8050E+01    6.3347E+00
  1.8150E+01    6.3385E+00
  1.8250E+01    6.3423E+00
  1.8350E+01    6.3460E+00
  1.8450E+01    6.3498E+00
  1.8550E+01    6.3536E+00
  1.8650E+01    6.3574E+00
  1.8750E+01    6.3611E+00
  1.8850E+01    6.3649E+00
  1.8950E+01    6.3687E+00
  1.9050E+01    6.3725E+00
  1.9150E+01    6.3762E+00
  1.9250E+01    6.3800E+00
  1.9350E+01    6.3838E+00
  1.9450E+01    6.3876E+00
  1.9550E+01    6.3914E+00
  1.9650E+01    6.3952E+00
  1.9750E+01    6.3990E+00
  1.9850E+01    6.4027E+00
  1.9950E+01    6.4065E+00
