# Time          7.0000E+00
    Distance         pH
  5.0000E-02    5.4937E+00
  1.5000E-01    5.5130E+00
  2.5000E-01    5.5132E+00
  3.5000E-01    5.5204E+00
  4.5000E-01    5.5329E+00
  5.5000E-01    5.5473E+00
  6.5000E-01    5.5604E+00
  7.5000E-01    5.5706E+00
  8.5000E-01    5.5788E+00
  9.5000E-01    5.5859E+00
  1.0500E+00    5.5924E+00
  1.1500E+00    5.5988E+00
  1.2500E+00    5.6051E+00
  1.3500E+00    5.6114E+00
  1.4500E+00    5.6176E+00
  1.5500E+00    5.6237E+00
  1.6500E+00    5.6298E+00
  1.7500E+00    5.6359E+00
  1.8500E+00    5.6419E+00
  1.9500E+00    5.6478E+00
  2.0500E+00    5.6537E+00
  2.1500E+00    5.6596E+00
  2.2500E+00    5.6655E+00
  2.3500E+00    5.6712E+00
  2.4500E+00    5.6770E+00
  2.5500E+00    5.6827E+00
  2.6500E+00    5.6884E+00
  2.7500E+00    5.6940E+00
  2.8500E+00    5.6996E+00
  2.9500E+00    5.7052E+00
  3.0500E+00    5.7107E+00
  3.1500E+00    5.7162E+00
  3.2500E+00    5.7216E+00
  3.3500E+00    5.7271E+00
  3.4500E+00    5.7324E+00
  3.5500E+00    5.7378E+00
  3.6500E+00    5.7431E+00
  3.7500E+00    5.7484E+00
  3.8500E+00    5.7537E+00
  3.9500E+00    5.7589E+00
  4.0500E+00    5.7641E+00
  4.1500E+00    5.7693E+00
  4.2500E+00    5.7744E+00
  4.3500E+00    5.7795E+00
  4.4500E+00    5.7846E+00
  4.5500E+00    5.7896E+00
  4.6500E+00    5.7947E+00
  4.7500E+00    5.7997E+00
  4.8500E+00    5.8046E+00
  4.9500E+00    5.8096E+00
  5.0500E+00    5.8145E+00
  5.1500E+00    5.8194E+00
  5.2500E+00    5.8243E+00
  5.3500E+00    5.8291E+00
  5.4500E+00    5.8340E+00
  5.5500E+00    5.8388E+00
  5.6500E+00    5.8436E+00
  5.7500E+00    5.8483E+00
  5.8500E+00    5.8531E+00
  5.9500E+00    5.8578E+00
  6.0500E+00    5.8625E+00
  6.1500E+00    5.8672E+00
  6.2500E+00    5.8718E+00
  6.3500E+00    5.8764E+00
  6.4500E+00    5.8811E+00
  6.5500E+00    5.8857E+00
  6.6500E+00    5.8902E+00
  6.7500E+00    5.8948E+00
  6.8500E+00    5.8993E+00
  6.9500E+00    5.9039E+00
  7.0500E+00    5.9084E+00
  7.1500E+00    5.9128E+00
  7.2500E+00    5.9173E+00
  7.3500E+00    5.9218E+00
  7.4500E+00    5.9262E+00
  7.5500E+00    5.9306E+00
  7.6500E+00    5.9350E+00
  7.7500E+00    5.9394E+00
  7.8500E+00    5.9438E+00
  7.9500E+00    5.9482E+00
  8.0500E+00    5.9525E+00
  8.1500E+00    5.9568E+00
  8.2500E+00    5.9611E+00
  8.3500E+00    5.9654E+00
  8.4500E+00    5.9697E+00
  8.5500E+00    5.9740E+00
  8.6500E+00    5.9783E+00
  8.7500E+00    5.9825E+00
  8.8500E+00    5.9867E+00
  8.9500E+00    5.9910E+00
  9.0500E+00    5.9952E+00
  9.1500E+00    5.9994E+00
  9.2500E+00    6.0036E+00
  9.3500E+00    6.0077E+00
  9.4500E+00    6.0119E+00
  9.5500E+00    6.0160E+00
  9.6500E+00    6.0202E+00
  9.7500E+00    6.0243E+00
  9.8500E+00    6.0284E+00
  9.9500E+00    6.0325E+00
  1.0050E+01    6.0366E+00
  1.0150E+01    6.0407E+00
  1.0250E+01    6.0448E+00
  1.0350E+01    6.0489E+00
  1.0450E+01    6.0529E+00
  1.0550E+01    6.0570E+00
  1.0650E+01    6.0610E+00
  1.0750E+01    6.0650E+00
  1.0850E+01    6.0691E+00
  1.0950E+01    6.0731E+00
  1.1050E+01    6.0771E+00
  1.1150E+01    6.0811E+00
  1.1250E+01    6.0851E+00
  1.1350E+01    6.0891E+00
  1.1450E+01    6.0930E+00
  1.1550E+01    6.0970E+00
  1.1650E+01    6.1010E+00
  1.1750E+01    6.1049E+00
  1.1850E+01    6.1088E+00
  1.1950E+01    6.1128E+00
  1.2050E+01    6.1167E+00
  1.2150E+01    6.1206E+00
  1.2250E+01    6.1246E+00
  1.2350E+01    6.1285E+00
  1.2450E+01    6.1324E+00
  1.2550E+01    6.1363E+00
  1.2650E+01    6.1402E+00
  1.2750E+01    6.1440E+00
  1.2850E+01    6.1479E+00
  1.2950E+01    6.1518E+00
  1.3050E+01    6.1557E+00
  1.3150E+01    6.1595E+00
  1.3250E+01    6.1634E+00
  1.3350E+01    6.1672E+00
  1.3450E+01    6.1711E+00
  1.3550E+01    6.1749E+00
  1.3650E+01    6.1788E+00
  1.3750E+01    6.1826E+00
  1.3850E+01    6.1865E+00
  1.3950E+01    6.1903E+00
  1.4050E+01    6.1941E+00
  1.4150E+01    6.1979E+00
  1.4250E+01    6.2017E+00
  1.4350E+01    6.2056E+00
  1.4450E+01    6.2094E+00
  1.4550E+01    6.2132E+00
  1.4650E+01    6.2170E+00
  1.4750E+01    6.2208E+00
  1.4850E+01    6.2246E+00
  1.4950E+01    6.2284E+00
  1.5050E+01    6.2322E+00
  1.5150E+01    6.2360E+00
  1.5250E+01    6.2397E+00
  1.5350E+01    6.2435E+00
  1.5450E+01    6.2473E+00
  1.5550E+01    6.2511E+00
  1.5650E+01    6.2549E+00
  1.5750E+01    6.2587E+00
  1.5850E+01    6.2624E+00
  1.5950E+01    6.2662E+00
  1.6050E+01    6.2700E+00
  1.6150E+01    6.2738E+00
  1.6250E+01    6.2775E+00
  1.6350E+01    6.2813E+00
  1.6450E+01    6.2851E+00
  1.6550E+01    6.2888E+00
  1.6650E+01    6.2926E+00
  1.6750E+01    6.2964E+00
  1.6850E+01    6.3001E+00
  1.6950E+01    6.3039E+00
  1.7050E+01    6.3077E+00
  1.7150E+01    6.3114E+00
  1.7250E+01    6.3152E+00
  1.7350E+01    6.3190E+00
  1.7450E+01    6.3227E+00
  1.7550E+01    6.3265E+00
  1.7650E+01    6.3303E+00
  1.7750E+01    6.3340E+00
  1.7850E+01    6.3378E+00
  1.7950E+01    6.3416E+00
  1.8050E+01    6.3453E+00
  1.8150E+01    6.3491E+00
  1.8250E+01    6.3529E+00
  1.8350E+01    6.3567E+00
  1.8450E+01    6.3604E+00
  1.8550E+01    6.3642E+00
  1.8650E+01    6.3680E+00
  1.8750E+01    6.3718E+00
  1.8850E+01    6.3755E+00
  1.8950E+01    6.3793E+00
  1.9050E+01    6.3831E+00
  1.9150E+01    6.3869E+00
  1.9250E+01    6.3907E+00
  1.9350E+01    6.3945E+00
  1.9450E+01    6.3983E+00
  1.9550E+01    6.4021E+00
  1.9650E+01    6.4059E+00
  1.9750E+01    6.4097E+00
  1.9850E+01    6.4135E+00
  1.9950E+01    6.4227E+00
