 TITLE = "Isotope ratios" 
    Distance        Li7+            
    5.0000000E-02   -9.9904360E+00
    1.5000000E-01   -1.1261505E+01
    2.5000000E-01   -1.2444394E+01
    3.5000000E-01   -1.3513190E+01
    4.5000000E-01   -1.4464173E+01
    5.5000000E-01   -1.5308882E+01
    6.5000000E-01   -1.6059906E+01
    7.5000000E-01   -1.6728469E+01
    8.5000000E-01   -1.7324360E+01
    9.5000000E-01   -1.7856110E+01
    1.0500000E+00   -1.8331167E+01
    1.1500000E+00   -1.8756038E+01
    1.2500000E+00   -1.9136422E+01
    1.3500000E+00   -1.9477316E+01
    1.4500000E+00   -1.9783105E+01
    1.5500000E+00   -2.0057647E+01
    1.6500000E+00   -2.0304341E+01
    1.7500000E+00   -2.0526180E+01
    1.8500000E+00   -2.0725811E+01
    1.9500000E+00   -2.0905573E+01
    2.0500000E+00   -2.1067537E+01
    2.1500000E+00   -2.1213541E+01
    2.2500000E+00   -2.1345214E+01
    2.3500000E+00   -2.1464007E+01
    2.4500000E+00   -2.1571208E+01
    2.5500000E+00   -2.1667967E+01
    2.6500000E+00   -2.1755309E+01
    2.7500000E+00   -2.1834152E+01
    2.8500000E+00   -2.1905312E+01
    2.9500000E+00   -2.1969524E+01
    3.0500000E+00   -2.2027445E+01
    3.1500000E+00   -2.2079664E+01
    3.2500000E+00   -2.2126710E+01
    3.3500000E+00   -2.2169059E+01
    3.4500000E+00   -2.2207140E+01
    3.5500000E+00   -2.2241339E+01
    3.6500000E+00   -2.2272004E+01
    3.7500000E+00   -2.2299448E+01
    3.8500000E+00   -2.2323955E+01
    3.9500000E+00   -2.2345782E+01
    4.0500000E+00   -2.2365162E+01
    4.1500000E+00   -2.2382305E+01
    4.2500000E+00   -2.2397401E+01
    4.3500000E+00   -2.2410624E+01
    4.4500000E+00   -2.2422131E+01
    4.5500000E+00   -2.2432064E+01
    4.6500000E+00   -2.2440555E+01
    4.7500000E+00   -2.2447722E+01
    4.8500000E+00   -2.2453671E+01
    4.9500000E+00   -2.2458503E+01
    5.0500000E+00   -2.2462306E+01
    5.1500000E+00   -2.2465163E+01
    5.2500000E+00   -2.2467149E+01
    5.3500000E+00   -2.2468332E+01
    5.4500000E+00   -2.2468775E+01
    5.5500000E+00   -2.2468535E+01
    5.6500000E+00   -2.2467665E+01
    5.7500000E+00   -2.2466214E+01
    5.8500000E+00   -2.2464225E+01
    5.9500000E+00   -2.2461740E+01
