# Time          1.7500E+00
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    8.8096763E-03    1.5892181E-01
    1.5000000E-01    9.8246978E-03    1.7737047E-01
    2.5000000E-01    9.9418885E-03    1.7974828E-01
    3.5000000E-01    9.9391534E-03    1.7998030E-01
    4.5000000E-01    9.9244281E-03    1.7999889E-01
    5.5000000E-01    9.9086714E-03    1.8000021E-01
    6.5000000E-01    9.8927828E-03    1.8000034E-01
    7.5000000E-01    9.8768267E-03    1.8000039E-01
    8.5000000E-01    9.8608085E-03    1.8000044E-01
    9.5000000E-01    9.8447299E-03    1.8000049E-01
    1.0500000E+00    9.8285921E-03    1.8000055E-01
    1.1500000E+00    9.8123963E-03    1.8000060E-01
    1.2500000E+00    9.7961437E-03    1.8000065E-01
    1.3500000E+00    9.7798352E-03    1.8000070E-01
    1.4500000E+00    9.7634716E-03    1.8000075E-01
    1.5500000E+00    9.7470539E-03    1.8000081E-01
    1.6500000E+00    9.7305828E-03    1.8000086E-01
    1.7500000E+00    9.7140590E-03    1.8000091E-01
    1.8500000E+00    9.6974832E-03    1.8000096E-01
    1.9500000E+00    9.6808559E-03    1.8000102E-01
    2.0500000E+00    9.6641778E-03    1.8000107E-01
    2.1500000E+00    9.6474493E-03    1.8000112E-01
    2.2500000E+00    9.6306711E-03    1.8000118E-01
    2.3500000E+00    9.6138434E-03    1.8000123E-01
    2.4500000E+00    9.5969668E-03    1.8000128E-01
    2.5500000E+00    9.5800417E-03    1.8000134E-01
    2.6500000E+00    9.5630685E-03    1.8000139E-01
    2.7500000E+00    9.5460474E-03    1.8000145E-01
    2.8500000E+00    9.5289790E-03    1.8000150E-01
    2.9500000E+00    9.5118634E-03    1.8000155E-01
    3.0500000E+00    9.4947010E-03    1.8000161E-01
    3.1500000E+00    9.4774921E-03    1.8000166E-01
    3.2500000E+00    9.4602370E-03    1.8000172E-01
    3.3500000E+00    9.4429358E-03    1.8000177E-01
    3.4500000E+00    9.4255889E-03    1.8000183E-01
    3.5500000E+00    9.4081965E-03    1.8000188E-01
    3.6500000E+00    9.3907588E-03    1.8000194E-01
    3.7500000E+00    9.3732760E-03    1.8000200E-01
    3.8500000E+00    9.3557483E-03    1.8000205E-01
    3.9500000E+00    9.3381759E-03    1.8000211E-01
    4.0500000E+00    9.3205590E-03    1.8000216E-01
    4.1500000E+00    9.3028977E-03    1.8000222E-01
    4.2500000E+00    9.2851922E-03    1.8000228E-01
    4.3500000E+00    9.2674427E-03    1.8000233E-01
    4.4500000E+00    9.2496493E-03    1.8000239E-01
    4.5500000E+00    9.2318121E-03    1.8000245E-01
    4.6500000E+00    9.2139314E-03    1.8000250E-01
    4.7500000E+00    9.1960071E-03    1.8000256E-01
