# Time          2.2500E+00
    Distance         pH
  5.0000E-02    5.5307E+00
  1.5000E-01    5.5179E+00
  2.5000E-01    5.5184E+00
  3.5000E-01    5.5232E+00
  4.5000E-01    5.5295E+00
  5.5000E-01    5.5362E+00
  6.5000E-01    5.5430E+00
  7.5000E-01    5.5497E+00
  8.5000E-01    5.5564E+00
  9.5000E-01    5.5630E+00
  1.0500E+00    5.5696E+00
  1.1500E+00    5.5761E+00
  1.2500E+00    5.5826E+00
  1.3500E+00    5.5890E+00
  1.4500E+00    5.5954E+00
  1.5500E+00    5.6017E+00
  1.6500E+00    5.6080E+00
  1.7500E+00    5.6142E+00
  1.8500E+00    5.6203E+00
  1.9500E+00    5.6265E+00
  2.0500E+00    5.6325E+00
  2.1500E+00    5.6386E+00
  2.2500E+00    5.6446E+00
  2.3500E+00    5.6505E+00
  2.4500E+00    5.6564E+00
  2.5500E+00    5.6622E+00
  2.6500E+00    5.6681E+00
  2.7500E+00    5.6738E+00
  2.8500E+00    5.6796E+00
  2.9500E+00    5.6852E+00
  3.0500E+00    5.6909E+00
  3.1500E+00    5.6965E+00
  3.2500E+00    5.7021E+00
  3.3500E+00    5.7076E+00
  3.4500E+00    5.7131E+00
  3.5500E+00    5.7186E+00
  3.6500E+00    5.7241E+00
  3.7500E+00    5.7295E+00
  3.8500E+00    5.7348E+00
  3.9500E+00    5.7402E+00
  4.0500E+00    5.7455E+00
  4.1500E+00    5.7507E+00
  4.2500E+00    5.7560E+00
  4.3500E+00    5.7612E+00
  4.4500E+00    5.7664E+00
  4.5500E+00    5.7715E+00
  4.6500E+00    5.7767E+00
  4.7500E+00    5.7818E+00
  4.8500E+00    5.7868E+00
  4.9500E+00    5.7919E+00
  5.0500E+00    5.7969E+00
  5.1500E+00    5.8019E+00
  5.2500E+00    5.8068E+00
  5.3500E+00    5.8118E+00
  5.4500E+00    5.8167E+00
  5.5500E+00    5.8216E+00
  5.6500E+00    5.8264E+00
  5.7500E+00    5.8313E+00
  5.8500E+00    5.8361E+00
  5.9500E+00    5.8409E+00
  6.0500E+00    5.8456E+00
  6.1500E+00    5.8504E+00
  6.2500E+00    5.8551E+00
  6.3500E+00    5.8598E+00
  6.4500E+00    5.8645E+00
  6.5500E+00    5.8692E+00
  6.6500E+00    5.8738E+00
  6.7500E+00    5.8785E+00
  6.8500E+00    5.8831E+00
  6.9500E+00    5.8876E+00
  7.0500E+00    5.8922E+00
  7.1500E+00    5.8968E+00
  7.2500E+00    5.9013E+00
  7.3500E+00    5.9058E+00
  7.4500E+00    5.9103E+00
  7.5500E+00    5.9148E+00
  7.6500E+00    5.9192E+00
  7.7500E+00    5.9237E+00
  7.8500E+00    5.9281E+00
  7.9500E+00    5.9325E+00
  8.0500E+00    5.9369E+00
  8.1500E+00    5.9413E+00
  8.2500E+00    5.9457E+00
  8.3500E+00    5.9500E+00
  8.4500E+00    5.9544E+00
  8.5500E+00    5.9587E+00
  8.6500E+00    5.9630E+00
  8.7500E+00    5.9673E+00
  8.8500E+00    5.9716E+00
  8.9500E+00    5.9758E+00
  9.0500E+00    5.9801E+00
  9.1500E+00    5.9843E+00
  9.2500E+00    5.9886E+00
  9.3500E+00    5.9928E+00
  9.4500E+00    5.9970E+00
  9.5500E+00    6.0012E+00
  9.6500E+00    6.0053E+00
  9.7500E+00    6.0095E+00
  9.8500E+00    6.0137E+00
  9.9500E+00    6.0178E+00
  1.0050E+01    6.0220E+00
  1.0150E+01    6.0261E+00
  1.0250E+01    6.0302E+00
  1.0350E+01    6.0343E+00
  1.0450E+01    6.0384E+00
  1.0550E+01    6.0425E+00
  1.0650E+01    6.0465E+00
  1.0750E+01    6.0506E+00
  1.0850E+01    6.0547E+00
  1.0950E+01    6.0587E+00
  1.1050E+01    6.0627E+00
  1.1150E+01    6.0668E+00
  1.1250E+01    6.0708E+00
  1.1350E+01    6.0748E+00
  1.1450E+01    6.0788E+00
  1.1550E+01    6.0828E+00
  1.1650E+01    6.0868E+00
  1.1750E+01    6.0907E+00
  1.1850E+01    6.0947E+00
  1.1950E+01    6.0987E+00
  1.2050E+01    6.1026E+00
  1.2150E+01    6.1066E+00
  1.2250E+01    6.1105E+00
  1.2350E+01    6.1144E+00
  1.2450E+01    6.1184E+00
  1.2550E+01    6.1223E+00
  1.2650E+01    6.1262E+00
  1.2750E+01    6.1301E+00
  1.2850E+01    6.1340E+00
  1.2950E+01    6.1379E+00
  1.3050E+01    6.1418E+00
