 TITLE = "Isotope ratios" 
    Distance        Li7+            
    5.0000000E-02   -1.0132991E+01
    1.5000000E-01   -1.1556936E+01
    2.5000000E-01   -1.2823381E+01
    3.5000000E-01   -1.3950409E+01
    4.5000000E-01   -1.4953937E+01
    5.5000000E-01   -1.5847996E+01
    6.5000000E-01   -1.6644959E+01
    7.5000000E-01   -1.7355745E+01
    8.5000000E-01   -1.7989996E+01
    9.5000000E-01   -1.8556226E+01
    1.0500000E+00   -1.9061965E+01
    1.1500000E+00   -1.9513870E+01
    1.2500000E+00   -1.9917835E+01
    1.3500000E+00   -2.0279078E+01
    1.4500000E+00   -2.0602225E+01
    1.5500000E+00   -2.0891378E+01
    1.6500000E+00   -2.1150175E+01
    1.7500000E+00   -2.1381849E+01
    1.8500000E+00   -2.1589271E+01
    1.9500000E+00   -2.1774994E+01
    2.0500000E+00   -2.1941291E+01
    2.1500000E+00   -2.2090183E+01
    2.2500000E+00   -2.2223474E+01
    2.3500000E+00   -2.2342768E+01
    2.4500000E+00   -2.2449501E+01
    2.5500000E+00   -2.2544949E+01
    2.6500000E+00   -2.2630258E+01
    2.7500000E+00   -2.2706448E+01
    2.8500000E+00   -2.2774432E+01
    2.9500000E+00   -2.2835029E+01
    3.0500000E+00   -2.2888970E+01
    3.1500000E+00   -2.2936913E+01
    3.2500000E+00   -2.2979444E+01
    3.3500000E+00   -2.3017093E+01
    3.4500000E+00   -2.3050334E+01
    3.5500000E+00   -2.3079591E+01
    3.6500000E+00   -2.3105249E+01
    3.7500000E+00   -2.3127651E+01
    3.8500000E+00   -2.3147107E+01
    3.9500000E+00   -2.3163895E+01
    4.0500000E+00   -2.3178269E+01
    4.1500000E+00   -2.3190453E+01
    4.2500000E+00   -2.3200653E+01
    4.3500000E+00   -2.3209053E+01
    4.4500000E+00   -2.3215819E+01
    4.5500000E+00   -2.3221103E+01
    4.6500000E+00   -2.3225039E+01
    4.7500000E+00   -2.3227753E+01
    4.8500000E+00   -2.3229353E+01
    4.9500000E+00   -2.3229943E+01
    5.0500000E+00   -2.3229612E+01
    5.1500000E+00   -2.3228445E+01
    5.2500000E+00   -2.3226515E+01
    5.3500000E+00   -2.3223891E+01
    5.4500000E+00   -2.3220636E+01
    5.5500000E+00   -2.3216804E+01
    5.6500000E+00   -2.3212448E+01
    5.7500000E+00   -2.3207613E+01
    5.8500000E+00   -2.3202341E+01
    5.9500000E+00   -2.3196672E+01
    6.0500000E+00   -2.3190640E+01
    6.1500000E+00   -2.3184276E+01
    6.2500000E+00   -2.3177611E+01
    6.3500000E+00   -2.3170669E+01
    6.4500000E+00   -2.3163475E+01
    6.5500000E+00   -2.3156051E+01
    6.6500000E+00   -2.3148418E+01
    6.7500000E+00   -2.3140592E+01
    6.8500000E+00   -2.3132592E+01
    6.9500000E+00   -2.3124431E+01
    7.0500000E+00   -2.3116124E+01
    7.1500000E+00   -2.3107684E+01
    7.2500000E+00   -2.3099122E+01
    7.3500000E+00   -2.3090449E+01
    7.4500000E+00   -2.3081673E+01
    7.5500000E+00   -2.3072805E+01
    7.6500000E+00   -2.3063852E+01
    7.7500000E+00   -2.3054821E+01
    7.8500000E+00   -2.3045720E+01
    7.9500000E+00   -2.3036553E+01
    8.0500000E+00   -2.3027328E+01
    8.1500000E+00   -2.3018048E+01
    8.2500000E+00   -2.3008719E+01
    8.3500000E+00   -2.2999344E+01
    8.4500000E+00   -2.2989928E+01
    8.5500000E+00   -2.2980475E+01
    8.6500000E+00   -2.2970986E+01
    8.7500000E+00   -2.2961466E+01
    8.8500000E+00   -2.2951917E+01
    8.9500000E+00   -2.2942340E+01
    9.0500000E+00   -2.2932740E+01
    9.1500000E+00   -2.2923116E+01
    9.2500000E+00   -2.2913472E+01
    9.3500000E+00   -2.2903808E+01
    9.4500000E+00   -2.2894126E+01
    9.5500000E+00   -2.2884428E+01
    9.6500000E+00   -2.2874714E+01
    9.7500000E+00   -2.2864985E+01
    9.8500000E+00   -2.2855243E+01
    9.9500000E+00   -2.2845488E+01
    1.0050000E+01   -2.2835720E+01
    1.0150000E+01   -2.2825940E+01
    1.0250000E+01   -2.2816150E+01
    1.0350000E+01   -2.2806348E+01
    1.0450000E+01   -2.2796536E+01
    1.0550000E+01   -2.2786713E+01
    1.0650000E+01   -2.2776880E+01
    1.0750000E+01   -2.2767037E+01
    1.0850000E+01   -2.2757184E+01
    1.0950000E+01   -2.2747320E+01
    1.1050000E+01   -2.2737447E+01
    1.1150000E+01   -2.2727563E+01
    1.1250000E+01   -2.2717669E+01
    1.1350000E+01   -2.2707764E+01
    1.1450000E+01   -2.2697848E+01
    1.1550000E+01   -2.2687921E+01
    1.1650000E+01   -2.2677983E+01
    1.1750000E+01   -2.2668032E+01
    1.1850000E+01   -2.2658070E+01
    1.1950000E+01   -2.2648094E+01
    1.2050000E+01   -2.2638106E+01
    1.2150000E+01   -2.2628104E+01
    1.2250000E+01   -2.2618088E+01
    1.2350000E+01   -2.2608057E+01
    1.2450000E+01   -2.2598011E+01
    1.2550000E+01   -2.2587949E+01
    1.2650000E+01   -2.2577871E+01
    1.2750000E+01   -2.2567776E+01
    1.2850000E+01   -2.2557663E+01
    1.2950000E+01   -2.2547532E+01
    1.3050000E+01   -2.2537381E+01
    1.3150000E+01   -2.2527211E+01
    1.3250000E+01   -2.2517020E+01
    1.3350000E+01   -2.2506808E+01
    1.3450000E+01   -2.2496574E+01
    1.3550000E+01   -2.2486317E+01
    1.3650000E+01   -2.2476037E+01
    1.3750000E+01   -2.2465731E+01
    1.3850000E+01   -2.2455401E+01
    1.3950000E+01   -2.2445044E+01
    1.4050000E+01   -2.2434659E+01
    1.4150000E+01   -2.2424247E+01
    1.4250000E+01   -2.2413806E+01
    1.4350000E+01   -2.2403334E+01
    1.4450000E+01   -2.2392831E+01
    1.4550000E+01   -2.2382297E+01
    1.4650000E+01   -2.2371729E+01
    1.4750000E+01   -2.2361127E+01
    1.4850000E+01   -2.2350490E+01
    1.4950000E+01   -2.2339817E+01
    1.5050000E+01   -2.2329106E+01
    1.5150000E+01   -2.2318357E+01
    1.5250000E+01   -2.2307568E+01
    1.5350000E+01   -2.2296738E+01
    1.5450000E+01   -2.2285866E+01
    1.5550000E+01   -2.2274951E+01
    1.5650000E+01   -2.2263991E+01
    1.5750000E+01   -2.2252985E+01
    1.5850000E+01   -2.2241932E+01
    1.5950000E+01   -2.2230830E+01
    1.6050000E+01   -2.2219679E+01
    1.6150000E+01   -2.2208476E+01
    1.6250000E+01   -2.2197220E+01
    1.6350000E+01   -2.2185910E+01
    1.6450000E+01   -2.2174545E+01
    1.6550000E+01   -2.2163122E+01
    1.6650000E+01   -2.2151640E+01
    1.6750000E+01   -2.2140097E+01
    1.6850000E+01   -2.2128492E+01
    1.6950000E+01   -2.2116824E+01
    1.7050000E+01   -2.2105089E+01
    1.7150000E+01   -2.2093286E+01
    1.7250000E+01   -2.2081414E+01
    1.7350000E+01   -2.2069470E+01
    1.7450000E+01   -2.2057452E+01
    1.7550000E+01   -2.2045359E+01
    1.7650000E+01   -2.2033186E+01
    1.7750000E+01   -2.2020933E+01
    1.7850000E+01   -2.2008597E+01
    1.7950000E+01   -2.1996175E+01
    1.8050000E+01   -2.1983663E+01
    1.8150000E+01   -2.1971059E+01
    1.8250000E+01   -2.1958360E+01
    1.8350000E+01   -2.1945561E+01
    1.8450000E+01   -2.1932659E+01
    1.8550000E+01   -2.1919649E+01
    1.8650000E+01   -2.1906525E+01
    1.8750000E+01   -2.1893282E+01
    1.8850000E+01   -2.1879913E+01
    1.8950000E+01   -2.1866409E+01
    1.9050000E+01   -2.1852760E+01
    1.9150000E+01   -2.1838955E+01
    1.9250000E+01   -2.1824977E+01
    1.9350000E+01   -2.1810805E+01
    1.9450000E+01   -2.1796409E+01
    1.9550000E+01   -2.1781745E+01
    1.9650000E+01   -2.1766745E+01
    1.9750000E+01   -2.1751284E+01
    1.9850000E+01   -2.1735105E+01
    1.9950000E+01   -2.1717856E+01
