# Time          1.0000E-01
    Distance         pH
  5.0000E-02    5.5067E+00
  1.5000E-01    5.5139E+00
  2.5000E-01    5.5209E+00
  3.5000E-01    5.5278E+00
  4.5000E-01    5.5347E+00
  5.5000E-01    5.5415E+00
  6.5000E-01    5.5483E+00
  7.5000E-01    5.5550E+00
  8.5000E-01    5.5616E+00
  9.5000E-01    5.5682E+00
  1.0500E+00    5.5747E+00
  1.1500E+00    5.5812E+00
  1.2500E+00    5.5876E+00
  1.3500E+00    5.5940E+00
  1.4500E+00    5.6004E+00
  1.5500E+00    5.6066E+00
  1.6500E+00    5.6129E+00
  1.7500E+00    5.6190E+00
  1.8500E+00    5.6252E+00
  1.9500E+00    5.6313E+00
  2.0500E+00    5.6373E+00
  2.1500E+00    5.6433E+00
  2.2500E+00    5.6492E+00
  2.3500E+00    5.6551E+00
  2.4500E+00    5.6610E+00
  2.5500E+00    5.6668E+00
  2.6500E+00    5.6726E+00
  2.7500E+00    5.6784E+00
  2.8500E+00    5.6841E+00
  2.9500E+00    5.6897E+00
  3.0500E+00    5.6953E+00
  3.1500E+00    5.7009E+00
  3.2500E+00    5.7065E+00
  3.3500E+00    5.7120E+00
  3.4500E+00    5.7175E+00
  3.5500E+00    5.7229E+00
  3.6500E+00    5.7283E+00
  3.7500E+00    5.7337E+00
  3.8500E+00    5.7391E+00
  3.9500E+00    5.7444E+00
  4.0500E+00    5.7497E+00
  4.1500E+00    5.7549E+00
  4.2500E+00    5.7601E+00
  4.3500E+00    5.7653E+00
  4.4500E+00    5.7705E+00
  4.5500E+00    5.7756E+00
  4.6500E+00    5.7807E+00
  4.7500E+00    5.7858E+00
  4.8500E+00    5.7908E+00
  4.9500E+00    5.7959E+00
  5.0500E+00    5.8008E+00
  5.1500E+00    5.8058E+00
  5.2500E+00    5.8108E+00
  5.3500E+00    5.8157E+00
  5.4500E+00    5.8206E+00
  5.5500E+00    5.8254E+00
  5.6500E+00    5.8303E+00
  5.7500E+00    5.8351E+00
  5.8500E+00    5.8399E+00
  5.9500E+00    5.8447E+00
  6.0500E+00    5.8494E+00
  6.1500E+00    5.8542E+00
  6.2500E+00    5.8589E+00
  6.3500E+00    5.8636E+00
  6.4500E+00    5.8683E+00
  6.5500E+00    5.8729E+00
  6.6500E+00    5.8775E+00
  6.7500E+00    5.8821E+00
  6.8500E+00    5.8867E+00
  6.9500E+00    5.8913E+00
  7.0500E+00    5.8959E+00
  7.1500E+00    5.9004E+00
  7.2500E+00    5.9049E+00
  7.3500E+00    5.9094E+00
  7.4500E+00    5.9139E+00
  7.5500E+00    5.9184E+00
  7.6500E+00    5.9228E+00
  7.7500E+00    5.9272E+00
  7.8500E+00    5.9317E+00
  7.9500E+00    5.9361E+00
  8.0500E+00    5.9405E+00
  8.1500E+00    5.9448E+00
  8.2500E+00    5.9492E+00
  8.3500E+00    5.9535E+00
  8.4500E+00    5.9578E+00
  8.5500E+00    5.9622E+00
  8.6500E+00    5.9665E+00
  8.7500E+00    5.9707E+00
  8.8500E+00    5.9750E+00
  8.9500E+00    5.9793E+00
  9.0500E+00    5.9835E+00
  9.1500E+00    5.9877E+00
  9.2500E+00    5.9920E+00
  9.3500E+00    5.9962E+00
  9.4500E+00    6.0004E+00
  9.5500E+00    6.0045E+00
  9.6500E+00    6.0087E+00
  9.7500E+00    6.0129E+00
  9.8500E+00    6.0170E+00
  9.9500E+00    6.0212E+00
  1.0050E+01    6.0253E+00
  1.0150E+01    6.0294E+00
  1.0250E+01    6.0335E+00
  1.0350E+01    6.0376E+00
  1.0450E+01    6.0417E+00
  1.0550E+01    6.0458E+00
  1.0650E+01    6.0498E+00
  1.0750E+01    6.0539E+00
  1.0850E+01    6.0579E+00
  1.0950E+01    6.0620E+00
  1.1050E+01    6.0660E+00
  1.1150E+01    6.0700E+00
  1.1250E+01    6.0740E+00
  1.1350E+01    6.0780E+00
  1.1450E+01    6.0820E+00
  1.1550E+01    6.0860E+00
  1.1650E+01    6.0900E+00
  1.1750E+01    6.0940E+00
  1.1850E+01    6.0979E+00
  1.1950E+01    6.1019E+00
  1.2050E+01    6.1058E+00
  1.2150E+01    6.1098E+00
  1.2250E+01    6.1137E+00
  1.2350E+01    6.1176E+00
  1.2450E+01    6.1216E+00
  1.2550E+01    6.1255E+00
  1.2650E+01    6.1294E+00
  1.2750E+01    6.1333E+00
  1.2850E+01    6.1372E+00
  1.2950E+01    6.1411E+00
  1.3050E+01    6.1450E+00
  1.3150E+01    6.1488E+00
  1.3250E+01    6.1527E+00
  1.3350E+01    6.1566E+00
  1.3450E+01    6.1604E+00
  1.3550E+01    6.1643E+00
  1.3650E+01    6.1682E+00
  1.3750E+01    6.1720E+00
  1.3850E+01    6.1758E+00
  1.3950E+01    6.1797E+00
  1.4050E+01    6.1835E+00
  1.4150E+01    6.1874E+00
  1.4250E+01    6.1912E+00
  1.4350E+01    6.1950E+00
  1.4450E+01    6.1988E+00
  1.4550E+01    6.2026E+00
  1.4650E+01    6.2065E+00
  1.4750E+01    6.2103E+00
  1.4850E+01    6.2141E+00
  1.4950E+01    6.2179E+00
  1.5050E+01    6.2217E+00
  1.5150E+01    6.2255E+00
  1.5250E+01    6.2293E+00
  1.5350E+01    6.2331E+00
  1.5450E+01    6.2368E+00
  1.5550E+01    6.2406E+00
  1.5650E+01    6.2444E+00
  1.5750E+01    6.2482E+00
  1.5850E+01    6.2520E+00
  1.5950E+01    6.2558E+00
  1.6050E+01    6.2595E+00
  1.6150E+01    6.2633E+00
  1.6250E+01    6.2671E+00
  1.6350E+01    6.2709E+00
  1.6450E+01    6.2746E+00
  1.6550E+01    6.2784E+00
  1.6650E+01    6.2822E+00
  1.6750E+01    6.2859E+00
  1.6850E+01    6.2897E+00
  1.6950E+01    6.2935E+00
  1.7050E+01    6.2972E+00
  1.7150E+01    6.3010E+00
  1.7250E+01    6.3048E+00
  1.7350E+01    6.3085E+00
  1.7450E+01    6.3123E+00
  1.7550E+01    6.3161E+00
  1.7650E+01    6.3198E+00
  1.7750E+01    6.3236E+00
  1.7850E+01    6.3274E+00
  1.7950E+01    6.3311E+00
  1.8050E+01    6.3349E+00
  1.8150E+01    6.3387E+00
  1.8250E+01    6.3424E+00
  1.8350E+01    6.3462E+00
  1.8450E+01    6.3500E+00
  1.8550E+01    6.3538E+00
  1.8650E+01    6.3575E+00
  1.8750E+01    6.3613E+00
  1.8850E+01    6.3651E+00
  1.8950E+01    6.3689E+00
  1.9050E+01    6.3726E+00
  1.9150E+01    6.3764E+00
  1.9250E+01    6.3802E+00
  1.9350E+01    6.3840E+00
  1.9450E+01    6.3878E+00
  1.9550E+01    6.3916E+00
  1.9650E+01    6.3954E+00
  1.9750E+01    6.3991E+00
  1.9850E+01    6.4029E+00
  1.9950E+01    6.4067E+00
