# Time          7.0000E+00
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    7.4963135E-03    1.3536656E-01
    1.5000000E-01    4.9200384E-03    8.9350279E-02
    2.5000000E-01    3.5895901E-03    6.5593666E-02
    3.5000000E-01    3.3849698E-03    6.2009647E-02
    4.5000000E-01    3.7675636E-03    6.8970436E-02
    5.5000000E-01    4.2716294E-03    7.8123300E-02
    6.5000000E-01    4.6512008E-03    8.5054138E-02
    7.5000000E-01    4.8802956E-03    8.9294202E-02
    8.5000000E-01    5.0667853E-03    9.2776845E-02
    9.5000000E-01    5.3396639E-03    9.7817338E-02
    1.0500000E+00    5.7698968E-03    1.0569212E-01
    1.1500000E+00    6.3490843E-03    1.1625411E-01
    1.2500000E+00    7.0123253E-03    1.2834179E-01
    1.3500000E+00    7.6767275E-03    1.4046959E-01
    1.4500000E+00    8.2728689E-03    1.5139193E-01
    1.5500000E+00    8.7599747E-03    1.6037556E-01
    1.6500000E+00    9.1263847E-03    1.6720843E-01
    1.7500000E+00    9.3816393E-03    1.7205847E-01
    1.8500000E+00    9.5464077E-03    1.7529347E-01
    1.9500000E+00    9.6441583E-03    1.7733197E-01
    2.0500000E+00    9.6959917E-03    1.7855071E-01
    2.1500000E+00    9.7184074E-03    1.7924442E-01
    2.2500000E+00    9.7230631E-03    1.7962148E-01
    2.3500000E+00    9.7175546E-03    1.7981767E-01
    2.4500000E+00    9.7065024E-03    1.7991561E-01
    2.5500000E+00    9.6925519E-03    1.7996262E-01
    2.6500000E+00    9.6771382E-03    1.7998436E-01
    2.7500000E+00    9.6610017E-03    1.7999407E-01
    2.8500000E+00    9.6445075E-03    1.7999828E-01
    2.9500000E+00    9.6278281E-03    1.8000006E-01
    3.0500000E+00    9.6110417E-03    1.8000081E-01
    3.1500000E+00    9.5941827E-03    1.8000113E-01
    3.2500000E+00    9.5772659E-03    1.8000129E-01
    3.3500000E+00    9.5602975E-03    1.8000138E-01
    3.4500000E+00    9.5432799E-03    1.8000145E-01
    3.5500000E+00    9.5262146E-03    1.8000151E-01
    3.6500000E+00    9.5091020E-03    1.8000156E-01
    3.7500000E+00    9.4919426E-03    1.8000162E-01
    3.8500000E+00    9.4747367E-03    1.8000167E-01
    3.9500000E+00    9.4574847E-03    1.8000173E-01
    4.0500000E+00    9.4401867E-03    1.8000178E-01
    4.1500000E+00    9.4228430E-03    1.8000184E-01
    4.2500000E+00    9.4054539E-03    1.8000189E-01
    4.3500000E+00    9.3880196E-03    1.8000195E-01
    4.4500000E+00    9.3705401E-03    1.8000200E-01
    4.5500000E+00    9.3530159E-03    1.8000206E-01
    4.6500000E+00    9.3354470E-03    1.8000212E-01
    4.7500000E+00    9.3178336E-03    1.8000217E-01
    4.8500000E+00    9.3001760E-03    1.8000223E-01
    4.9500000E+00    9.2824742E-03    1.8000228E-01
    5.0500000E+00    9.2647283E-03    1.8000234E-01
    5.1500000E+00    9.2469387E-03    1.8000240E-01
    5.2500000E+00    9.2291053E-03    1.8000245E-01
    5.3500000E+00    9.2112284E-03    1.8000251E-01
    5.4500000E+00    9.1933080E-03    1.8000257E-01
    5.5500000E+00    9.1753443E-03    1.8000263E-01
    5.6500000E+00    9.1573373E-03    1.8000268E-01
    5.7500000E+00    9.1392873E-03    1.8000274E-01
    5.8500000E+00    9.1211942E-03    1.8000280E-01
    5.9500000E+00    9.1030583E-03    1.8000286E-01
    6.0500000E+00    9.0848795E-03    1.8000291E-01
    6.1500000E+00    9.0666580E-03    1.8000297E-01
    6.2500000E+00    9.0483939E-03    1.8000303E-01
    6.3500000E+00    9.0300872E-03    1.8000309E-01
    6.4500000E+00    9.0117381E-03    1.8000315E-01
    6.5500000E+00    8.9933466E-03    1.8000320E-01
    6.6500000E+00    8.9749127E-03    1.8000326E-01
    6.7500000E+00    8.9564366E-03    1.8000332E-01
    6.8500000E+00    8.9379183E-03    1.8000338E-01
    6.9500000E+00    8.9193578E-03    1.8000344E-01
    7.0500000E+00    8.9007553E-03    1.8000350E-01
    7.1500000E+00    8.8821108E-03    1.8000356E-01
    7.2500000E+00    8.8634243E-03    1.8000362E-01
    7.3500000E+00    8.8446959E-03    1.8000368E-01
    7.4500000E+00    8.8259256E-03    1.8000374E-01
    7.5500000E+00    8.8071136E-03    1.8000380E-01
    7.6500000E+00    8.7882597E-03    1.8000386E-01
    7.7500000E+00    8.7693641E-03    1.8000392E-01
    7.8500000E+00    8.7504269E-03    1.8000398E-01
    7.9500000E+00    8.7314480E-03    1.8000404E-01
    8.0500000E+00    8.7124275E-03    1.8000410E-01
    8.1500000E+00    8.6933654E-03    1.8000416E-01
    8.2500000E+00    8.6742618E-03    1.8000422E-01
    8.3500000E+00    8.6551167E-03    1.8000428E-01
    8.4500000E+00    8.6359301E-03    1.8000434E-01
    8.5500000E+00    8.6167020E-03    1.8000440E-01
    8.6500000E+00    8.5974325E-03    1.8000446E-01
    8.7500000E+00    8.5781217E-03    1.8000453E-01
    8.8500000E+00    8.5587694E-03    1.8000459E-01
    8.9500000E+00    8.5393758E-03    1.8000465E-01
    9.0500000E+00    8.5199410E-03    1.8000471E-01
    9.1500000E+00    8.5004648E-03    1.8000477E-01
    9.2500000E+00    8.4809473E-03    1.8000484E-01
    9.3500000E+00    8.4613886E-03    1.8000490E-01
    9.4500000E+00    8.4417886E-03    1.8000496E-01
    9.5500000E+00    8.4221474E-03    1.8000502E-01
    9.6500000E+00    8.4024650E-03    1.8000509E-01
    9.7500000E+00    8.3827414E-03    1.8000515E-01
    9.8500000E+00    8.3629767E-03    1.8000521E-01
    9.9500000E+00    8.3431708E-03    1.8000527E-01
    1.0050000E+01    8.3233238E-03    1.8000534E-01
    1.0150000E+01    8.3034356E-03    1.8000540E-01
    1.0250000E+01    8.2835064E-03    1.8000546E-01
    1.0350000E+01    8.2635360E-03    1.8000553E-01
    1.0450000E+01    8.2435246E-03    1.8000559E-01
    1.0550000E+01    8.2234720E-03    1.8000566E-01
    1.0650000E+01    8.2033785E-03    1.8000572E-01
    1.0750000E+01    8.1832438E-03    1.8000578E-01
    1.0850000E+01    8.1630682E-03    1.8000585E-01
    1.0950000E+01    8.1428515E-03    1.8000591E-01
    1.1050000E+01    8.1225938E-03    1.8000598E-01
    1.1150000E+01    8.1022951E-03    1.8000604E-01
    1.1250000E+01    8.0819554E-03    1.8000611E-01
