# Time          7.0000E+00
    Distance         pH
  5.0000E-02    5.5155E+00
  1.5000E-01    5.5414E+00
  2.5000E-01    5.5678E+00
  3.5000E-01    5.5779E+00
  4.5000E-01    5.5749E+00
  5.5000E-01    5.5708E+00
  6.5000E-01    5.5701E+00
  7.5000E-01    5.5722E+00
  8.5000E-01    5.5751E+00
  9.5000E-01    5.5768E+00
  1.0500E+00    5.5763E+00
  1.1500E+00    5.5744E+00
  1.2500E+00    5.5724E+00
  1.3500E+00    5.5712E+00
  1.4500E+00    5.5714E+00
  1.5500E+00    5.5729E+00
  1.6500E+00    5.5757E+00
  1.7500E+00    5.5796E+00
  1.8500E+00    5.5842E+00
  1.9500E+00    5.5895E+00
  2.0500E+00    5.5952E+00
  2.1500E+00    5.6011E+00
  2.2500E+00    5.6071E+00
  2.3500E+00    5.6132E+00
  2.4500E+00    5.6193E+00
  2.5500E+00    5.6254E+00
  2.6500E+00    5.6314E+00
  2.7500E+00    5.6375E+00
  2.8500E+00    5.6435E+00
  2.9500E+00    5.6494E+00
  3.0500E+00    5.6553E+00
  3.1500E+00    5.6612E+00
  3.2500E+00    5.6670E+00
  3.3500E+00    5.6728E+00
  3.4500E+00    5.6785E+00
  3.5500E+00    5.6842E+00
  3.6500E+00    5.6898E+00
  3.7500E+00    5.6955E+00
  3.8500E+00    5.7011E+00
  3.9500E+00    5.7066E+00
  4.0500E+00    5.7121E+00
  4.1500E+00    5.7176E+00
  4.2500E+00    5.7230E+00
  4.3500E+00    5.7284E+00
  4.4500E+00    5.7338E+00
  4.5500E+00    5.7392E+00
  4.6500E+00    5.7445E+00
  4.7500E+00    5.7497E+00
  4.8500E+00    5.7550E+00
  4.9500E+00    5.7602E+00
  5.0500E+00    5.7654E+00
  5.1500E+00    5.7705E+00
  5.2500E+00    5.7757E+00
  5.3500E+00    5.7808E+00
  5.4500E+00    5.7858E+00
  5.5500E+00    5.7909E+00
  5.6500E+00    5.7959E+00
  5.7500E+00    5.8009E+00
  5.8500E+00    5.8059E+00
  5.9500E+00    5.8108E+00
  6.0500E+00    5.8157E+00
  6.1500E+00    5.8206E+00
  6.2500E+00    5.8255E+00
  6.3500E+00    5.8303E+00
  6.4500E+00    5.8351E+00
  6.5500E+00    5.8399E+00
  6.6500E+00    5.8447E+00
  6.7500E+00    5.8495E+00
  6.8500E+00    5.8542E+00
