# Time          7.0000E+00
    Distance         pH
  5.0000E-02    5.5154E+00
  1.5000E-01    5.5409E+00
  2.5000E-01    5.5643E+00
  3.5000E-01    5.5679E+00
  4.5000E-01    5.5583E+00
  5.5000E-01    5.5491E+00
  6.5000E-01    5.5441E+00
  7.5000E-01    5.5431E+00
  8.5000E-01    5.5448E+00
  9.5000E-01    5.5485E+00
  1.0500E+00    5.5535E+00
  1.1500E+00    5.5592E+00
  1.2500E+00    5.5653E+00
  1.3500E+00    5.5717E+00
  1.4500E+00    5.5781E+00
  1.5500E+00    5.5845E+00
  1.6500E+00    5.5909E+00
  1.7500E+00    5.5972E+00
  1.8500E+00    5.6035E+00
  1.9500E+00    5.6098E+00
  2.0500E+00    5.6160E+00
  2.1500E+00    5.6221E+00
  2.2500E+00    5.6282E+00
  2.3500E+00    5.6343E+00
  2.4500E+00    5.6403E+00
  2.5500E+00    5.6463E+00
  2.6500E+00    5.6522E+00
  2.7500E+00    5.6581E+00
  2.8500E+00    5.6639E+00
  2.9500E+00    5.6697E+00
  3.0500E+00    5.6755E+00
  3.1500E+00    5.6812E+00
  3.2500E+00    5.6869E+00
  3.3500E+00    5.6925E+00
  3.4500E+00    5.6981E+00
  3.5500E+00    5.7037E+00
  3.6500E+00    5.7092E+00
  3.7500E+00    5.7147E+00
  3.8500E+00    5.7202E+00
  3.9500E+00    5.7256E+00
  4.0500E+00    5.7310E+00
  4.1500E+00    5.7364E+00
  4.2500E+00    5.7417E+00
  4.3500E+00    5.7470E+00
  4.4500E+00    5.7523E+00
  4.5500E+00    5.7575E+00
  4.6500E+00    5.7627E+00
  4.7500E+00    5.7679E+00
  4.8500E+00    5.7730E+00
  4.9500E+00    5.7781E+00
  5.0500E+00    5.7832E+00
  5.1500E+00    5.7883E+00
  5.2500E+00    5.7933E+00
  5.3500E+00    5.7983E+00
  5.4500E+00    5.8033E+00
  5.5500E+00    5.8083E+00
  5.6500E+00    5.8132E+00
  5.7500E+00    5.8181E+00
  5.8500E+00    5.8230E+00
  5.9500E+00    5.8278E+00
  6.0500E+00    5.8327E+00
  6.1500E+00    5.8375E+00
  6.2500E+00    5.8423E+00
  6.3500E+00    5.8470E+00
  6.4500E+00    5.8518E+00
  6.5500E+00    5.8565E+00
  6.6500E+00    5.8612E+00
  6.7500E+00    5.8659E+00
  6.8500E+00    5.8705E+00
  6.9500E+00    5.8752E+00
  7.0500E+00    5.8798E+00
  7.1500E+00    5.8844E+00
  7.2500E+00    5.8890E+00
  7.3500E+00    5.8935E+00
  7.4500E+00    5.8981E+00
  7.5500E+00    5.9026E+00
  7.6500E+00    5.9071E+00
  7.7500E+00    5.9116E+00
  7.8500E+00    5.9161E+00
  7.9500E+00    5.9205E+00
  8.0500E+00    5.9250E+00
  8.1500E+00    5.9294E+00
  8.2500E+00    5.9338E+00
  8.3500E+00    5.9382E+00
  8.4500E+00    5.9426E+00
  8.5500E+00    5.9469E+00
  8.6500E+00    5.9513E+00
  8.7500E+00    5.9556E+00
  8.8500E+00    5.9599E+00
  8.9500E+00    5.9642E+00
  9.0500E+00    5.9685E+00
  9.1500E+00    5.9728E+00
  9.2500E+00    5.9771E+00
  9.3500E+00    5.9813E+00
  9.4500E+00    5.9856E+00
  9.5500E+00    5.9898E+00
  9.6500E+00    5.9940E+00
  9.7500E+00    5.9982E+00
  9.8500E+00    6.0024E+00
  9.9500E+00    6.0066E+00
  1.0050E+01    6.0107E+00
  1.0150E+01    6.0149E+00
  1.0250E+01    6.0190E+00
  1.0350E+01    6.0231E+00
  1.0450E+01    6.0273E+00
  1.0550E+01    6.0314E+00
  1.0650E+01    6.0355E+00
  1.0750E+01    6.0396E+00
  1.0850E+01    6.0436E+00
  1.0950E+01    6.0477E+00
  1.1050E+01    6.0518E+00
  1.1150E+01    6.0558E+00
  1.1250E+01    6.0599E+00
  1.1350E+01    6.0639E+00
  1.1450E+01    6.0679E+00
  1.1550E+01    6.0719E+00
  1.1650E+01    6.0759E+00
  1.1750E+01    6.0799E+00
  1.1850E+01    6.0839E+00
  1.1950E+01    6.0879E+00
  1.2050E+01    6.0919E+00
  1.2150E+01    6.0958E+00
  1.2250E+01    6.0998E+00
  1.2350E+01    6.1038E+00
  1.2450E+01    6.1077E+00
  1.2550E+01    6.1116E+00
  1.2650E+01    6.1156E+00
  1.2750E+01    6.1195E+00
  1.2850E+01    6.1234E+00
  1.2950E+01    6.1273E+00
  1.3050E+01    6.1312E+00
  1.3150E+01    6.1351E+00
  1.3250E+01    6.1390E+00
  1.3350E+01    6.1429E+00
  1.3450E+01    6.1468E+00
  1.3550E+01    6.1507E+00
