 TITLE = "Isotope ratios" 
    Distance        Li7+            
    5.0000000E-02   -1.0280296E+01
    1.5000000E-01   -1.1370924E+01
    2.5000000E-01   -1.2701933E+01
    3.5000000E-01   -1.4469303E+01
    4.5000000E-01   -1.6296401E+01
    5.5000000E-01   -1.7715087E+01
    6.5000000E-01   -1.8677575E+01
    7.5000000E-01   -1.9368498E+01
    8.5000000E-01   -1.9924458E+01
    9.5000000E-01   -2.0403989E+01
    1.0500000E+00   -2.0828605E+01
    1.1500000E+00   -2.1207528E+01
    1.2500000E+00   -2.1546391E+01
    1.3500000E+00   -2.1849632E+01
    1.4500000E+00   -2.2121079E+01
    1.5500000E+00   -2.2364118E+01
    1.6500000E+00   -2.2581751E+01
    1.7500000E+00   -2.2776651E+01
    1.8500000E+00   -2.2951193E+01
    1.9500000E+00   -2.3107495E+01
    2.0500000E+00   -2.3247442E+01
    2.1500000E+00   -2.3372716E+01
    2.2500000E+00   -2.3484818E+01
    2.3500000E+00   -2.3585087E+01
    2.4500000E+00   -2.3674721E+01
    2.5500000E+00   -2.3754788E+01
    2.6500000E+00   -2.3826247E+01
    2.7500000E+00   -2.3889954E+01
    2.8500000E+00   -2.3946677E+01
    2.9500000E+00   -2.3997103E+01
    3.0500000E+00   -2.4041849E+01
    3.1500000E+00   -2.4081469E+01
    3.2500000E+00   -2.4116460E+01
    3.3500000E+00   -2.4147269E+01
    3.4500000E+00   -2.4174296E+01
    3.5500000E+00   -2.4197903E+01
    3.6500000E+00   -2.4218416E+01
    3.7500000E+00   -2.4236127E+01
    3.8500000E+00   -2.4251299E+01
    3.9500000E+00   -2.4264171E+01
    4.0500000E+00   -2.4274957E+01
    4.1500000E+00   -2.4283851E+01
    4.2500000E+00   -2.4291028E+01
    4.3500000E+00   -2.4296646E+01
    4.4500000E+00   -2.4300847E+01
    4.5500000E+00   -2.4303762E+01
    4.6500000E+00   -2.4305508E+01
    4.7500000E+00   -2.4306189E+01
    4.8500000E+00   -2.4305903E+01
    4.9500000E+00   -2.4304736E+01
    5.0500000E+00   -2.4302768E+01
    5.1500000E+00   -2.4300069E+01
    5.2500000E+00   -2.4296705E+01
    5.3500000E+00   -2.4292735E+01
    5.4500000E+00   -2.4288213E+01
    5.5500000E+00   -2.4283187E+01
    5.6500000E+00   -2.4277702E+01
    5.7500000E+00   -2.4271798E+01
    5.8500000E+00   -2.4265512E+01
    5.9500000E+00   -2.4258877E+01
    6.0500000E+00   -2.4251923E+01
    6.1500000E+00   -2.4244679E+01
    6.2500000E+00   -2.4237170E+01
    6.3500000E+00   -2.4229419E+01
    6.4500000E+00   -2.4221447E+01
    6.5500000E+00   -2.4213272E+01
    6.6500000E+00   -2.4204914E+01
    6.7500000E+00   -2.4196386E+01
    6.8500000E+00   -2.4187705E+01
    6.9500000E+00   -2.4178883E+01
    7.0500000E+00   -2.4169933E+01
    7.1500000E+00   -2.4160865E+01
    7.2500000E+00   -2.4151691E+01
    7.3500000E+00   -2.4142418E+01
    7.4500000E+00   -2.4133056E+01
    7.5500000E+00   -2.4123612E+01
    7.6500000E+00   -2.4114094E+01
    7.7500000E+00   -2.4104508E+01
    7.8500000E+00   -2.4094859E+01
    7.9500000E+00   -2.4085153E+01
    8.0500000E+00   -2.4075395E+01
    8.1500000E+00   -2.4065589E+01
    8.2500000E+00   -2.4055740E+01
    8.3500000E+00   -2.4045851E+01
    8.4500000E+00   -2.4035926E+01
    8.5500000E+00   -2.4025967E+01
    8.6500000E+00   -2.4015977E+01
    8.7500000E+00   -2.4005960E+01
    8.8500000E+00   -2.3995916E+01
    8.9500000E+00   -2.3985849E+01
    9.0500000E+00   -2.3975759E+01
    9.1500000E+00   -2.3965650E+01
    9.2500000E+00   -2.3955521E+01
    9.3500000E+00   -2.3945375E+01
    9.4500000E+00   -2.3935213E+01
    9.5500000E+00   -2.3925036E+01
    9.6500000E+00   -2.3914844E+01
    9.7500000E+00   -2.3904638E+01
    9.8500000E+00   -2.3894420E+01
    9.9500000E+00   -2.3884189E+01
    1.0050000E+01   -2.3873947E+01
    1.0150000E+01   -2.3863693E+01
    1.0250000E+01   -2.3853428E+01
    1.0350000E+01   -2.3843153E+01
    1.0450000E+01   -2.3832866E+01
    1.0550000E+01   -2.3822570E+01
    1.0650000E+01   -2.3812262E+01
    1.0750000E+01   -2.3801944E+01
    1.0850000E+01   -2.3791616E+01
    1.0950000E+01   -2.3781277E+01
    1.1050000E+01   -2.3770927E+01
    1.1150000E+01   -2.3760566E+01
    1.1250000E+01   -2.3750194E+01
    1.1350000E+01   -2.3739810E+01
    1.1450000E+01   -2.3729415E+01
    1.1550000E+01   -2.3719007E+01
    1.1650000E+01   -2.3708586E+01
    1.1750000E+01   -2.3698152E+01
    1.1850000E+01   -2.3687705E+01
    1.1950000E+01   -2.3677243E+01
    1.2050000E+01   -2.3666767E+01
    1.2150000E+01   -2.3656275E+01
    1.2250000E+01   -2.3645768E+01
    1.2350000E+01   -2.3635244E+01
    1.2450000E+01   -2.3624704E+01
    1.2550000E+01   -2.3614145E+01
    1.2650000E+01   -2.3603569E+01
    1.2750000E+01   -2.3592973E+01
    1.2850000E+01   -2.3582357E+01
    1.2950000E+01   -2.3571721E+01
    1.3050000E+01   -2.3561063E+01
    1.3150000E+01   -2.3550383E+01
    1.3250000E+01   -2.3539680E+01
    1.3350000E+01   -2.3528954E+01
    1.3450000E+01   -2.3518203E+01
    1.3550000E+01   -2.3507426E+01
    1.3650000E+01   -2.3496622E+01
    1.3750000E+01   -2.3485792E+01
    1.3850000E+01   -2.3474933E+01
    1.3950000E+01   -2.3464044E+01
    1.4050000E+01   -2.3453125E+01
    1.4150000E+01   -2.3442175E+01
    1.4250000E+01   -2.3431193E+01
    1.4350000E+01   -2.3420177E+01
    1.4450000E+01   -2.3409127E+01
    1.4550000E+01   -2.3398041E+01
    1.4650000E+01   -2.3386919E+01
    1.4750000E+01   -2.3375758E+01
    1.4850000E+01   -2.3364559E+01
    1.4950000E+01   -2.3353320E+01
    1.5050000E+01   -2.3342039E+01
    1.5150000E+01   -2.3330715E+01
    1.5250000E+01   -2.3319348E+01
    1.5350000E+01   -2.3307936E+01
    1.5450000E+01   -2.3296477E+01
    1.5550000E+01   -2.3284970E+01
    1.5650000E+01   -2.3273414E+01
    1.5750000E+01   -2.3261807E+01
    1.5850000E+01   -2.3250148E+01
    1.5950000E+01   -2.3238436E+01
    1.6050000E+01   -2.3226669E+01
    1.6150000E+01   -2.3214845E+01
    1.6250000E+01   -2.3202963E+01
    1.6350000E+01   -2.3191022E+01
    1.6450000E+01   -2.3179019E+01
    1.6550000E+01   -2.3166953E+01
    1.6650000E+01   -2.3154822E+01
    1.6750000E+01   -2.3142624E+01
    1.6850000E+01   -2.3130357E+01
    1.6950000E+01   -2.3118021E+01
    1.7050000E+01   -2.3105611E+01
    1.7150000E+01   -2.3093127E+01
    1.7250000E+01   -2.3080567E+01
    1.7350000E+01   -2.3067927E+01
    1.7450000E+01   -2.3055206E+01
    1.7550000E+01   -2.3042401E+01
    1.7650000E+01   -2.3029510E+01
    1.7750000E+01   -2.3016530E+01
    1.7850000E+01   -2.3003457E+01
    1.7950000E+01   -2.2990289E+01
    1.8050000E+01   -2.2977023E+01
    1.8150000E+01   -2.2963654E+01
    1.8250000E+01   -2.2950179E+01
    1.8350000E+01   -2.2936593E+01
    1.8450000E+01   -2.2922892E+01
    1.8550000E+01   -2.2909069E+01
    1.8650000E+01   -2.2895119E+01
    1.8750000E+01   -2.2881035E+01
    1.8850000E+01   -2.2866807E+01
    1.8950000E+01   -2.2852426E+01
    1.9050000E+01   -2.2837879E+01
    1.9150000E+01   -2.2823150E+01
    1.9250000E+01   -2.2808218E+01
    1.9350000E+01   -2.2793056E+01
    1.9450000E+01   -2.2777624E+01
    1.9550000E+01   -2.2761864E+01
    1.9650000E+01   -2.2745682E+01
    1.9750000E+01   -2.2728966E+01
    1.9850000E+01   -2.2712659E+01
    1.9950000E+01   -2.2703857E+01
