# Time          7.0000E+00
    Distance         pH
  5.0000E-02    5.4937E+00
  1.5000E-01    5.5130E+00
  2.5000E-01    5.5132E+00
  3.5000E-01    5.5204E+00
  4.5000E-01    5.5329E+00
  5.5000E-01    5.5473E+00
  6.5000E-01    5.5603E+00
  7.5000E-01    5.5706E+00
  8.5000E-01    5.5788E+00
  9.5000E-01    5.5858E+00
  1.0500E+00    5.5924E+00
  1.1500E+00    5.5988E+00
  1.2500E+00    5.6051E+00
  1.3500E+00    5.6114E+00
  1.4500E+00    5.6175E+00
  1.5500E+00    5.6237E+00
  1.6500E+00    5.6298E+00
  1.7500E+00    5.6358E+00
  1.8500E+00    5.6418E+00
  1.9500E+00    5.6478E+00
  2.0500E+00    5.6537E+00
  2.1500E+00    5.6596E+00
  2.2500E+00    5.6654E+00
  2.3500E+00    5.6712E+00
  2.4500E+00    5.6770E+00
  2.5500E+00    5.6827E+00
  2.6500E+00    5.6883E+00
  2.7500E+00    5.6940E+00
  2.8500E+00    5.6996E+00
  2.9500E+00    5.7051E+00
  3.0500E+00    5.7106E+00
  3.1500E+00    5.7161E+00
  3.2500E+00    5.7216E+00
  3.3500E+00    5.7270E+00
  3.4500E+00    5.7324E+00
  3.5500E+00    5.7377E+00
  3.6500E+00    5.7431E+00
  3.7500E+00    5.7483E+00
  3.8500E+00    5.7536E+00
  3.9500E+00    5.7588E+00
  4.0500E+00    5.7640E+00
  4.1500E+00    5.7692E+00
  4.2500E+00    5.7743E+00
  4.3500E+00    5.7794E+00
  4.4500E+00    5.7845E+00
  4.5500E+00    5.7896E+00
  4.6500E+00    5.7946E+00
  4.7500E+00    5.7996E+00
  4.8500E+00    5.8046E+00
  4.9500E+00    5.8095E+00
  5.0500E+00    5.8144E+00
  5.1500E+00    5.8193E+00
  5.2500E+00    5.8242E+00
  5.3500E+00    5.8291E+00
  5.4500E+00    5.8339E+00
  5.5500E+00    5.8387E+00
  5.6500E+00    5.8435E+00
  5.7500E+00    5.8482E+00
  5.8500E+00    5.8530E+00
  5.9500E+00    5.8577E+00
  6.0500E+00    5.8624E+00
  6.1500E+00    5.8671E+00
  6.2500E+00    5.8717E+00
  6.3500E+00    5.8764E+00
  6.4500E+00    5.8810E+00
  6.5500E+00    5.8856E+00
  6.6500E+00    5.8901E+00
  6.7500E+00    5.8947E+00
  6.8500E+00    5.8992E+00
  6.9500E+00    5.9038E+00
  7.0500E+00    5.9083E+00
  7.1500E+00    5.9128E+00
  7.2500E+00    5.9172E+00
  7.3500E+00    5.9217E+00
  7.4500E+00    5.9261E+00
  7.5500E+00    5.9305E+00
  7.6500E+00    5.9349E+00
  7.7500E+00    5.9393E+00
  7.8500E+00    5.9437E+00
  7.9500E+00    5.9481E+00
  8.0500E+00    5.9524E+00
  8.1500E+00    5.9567E+00
  8.2500E+00    5.9610E+00
  8.3500E+00    5.9653E+00
  8.4500E+00    5.9696E+00
  8.5500E+00    5.9739E+00
  8.6500E+00    5.9782E+00
  8.7500E+00    5.9824E+00
  8.8500E+00    5.9866E+00
  8.9500E+00    5.9909E+00
  9.0500E+00    5.9951E+00
  9.1500E+00    5.9993E+00
  9.2500E+00    6.0035E+00
  9.3500E+00    6.0076E+00
  9.4500E+00    6.0118E+00
  9.5500E+00    6.0159E+00
  9.6500E+00    6.0201E+00
  9.7500E+00    6.0242E+00
  9.8500E+00    6.0283E+00
  9.9500E+00    6.0324E+00
  1.0050E+01    6.0365E+00
  1.0150E+01    6.0406E+00
  1.0250E+01    6.0447E+00
  1.0350E+01    6.0488E+00
  1.0450E+01    6.0528E+00
  1.0550E+01    6.0569E+00
  1.0650E+01    6.0609E+00
  1.0750E+01    6.0649E+00
  1.0850E+01    6.0690E+00
  1.0950E+01    6.0730E+00
  1.1050E+01    6.0770E+00
  1.1150E+01    6.0810E+00
  1.1250E+01    6.0850E+00
  1.1350E+01    6.0889E+00
  1.1450E+01    6.0929E+00
  1.1550E+01    6.0969E+00
  1.1650E+01    6.1008E+00
  1.1750E+01    6.1048E+00
  1.1850E+01    6.1087E+00
  1.1950E+01    6.1127E+00
  1.2050E+01    6.1166E+00
  1.2150E+01    6.1205E+00
  1.2250E+01    6.1244E+00
  1.2350E+01    6.1283E+00
  1.2450E+01    6.1322E+00
  1.2550E+01    6.1361E+00
  1.2650E+01    6.1400E+00
  1.2750E+01    6.1439E+00
  1.2850E+01    6.1478E+00
  1.2950E+01    6.1517E+00
  1.3050E+01    6.1555E+00
  1.3150E+01    6.1594E+00
  1.3250E+01    6.1633E+00
  1.3350E+01    6.1671E+00
  1.3450E+01    6.1710E+00
  1.3550E+01    6.1748E+00
  1.3650E+01    6.1786E+00
  1.3750E+01    6.1825E+00
  1.3850E+01    6.1863E+00
  1.3950E+01    6.1901E+00
  1.4050E+01    6.1940E+00
  1.4150E+01    6.1978E+00
  1.4250E+01    6.2016E+00
  1.4350E+01    6.2054E+00
  1.4450E+01    6.2092E+00
  1.4550E+01    6.2130E+00
  1.4650E+01    6.2168E+00
  1.4750E+01    6.2206E+00
  1.4850E+01    6.2244E+00
  1.4950E+01    6.2282E+00
  1.5050E+01    6.2320E+00
  1.5150E+01    6.2358E+00
  1.5250E+01    6.2396E+00
  1.5350E+01    6.2434E+00
  1.5450E+01    6.2472E+00
  1.5550E+01    6.2509E+00
  1.5650E+01    6.2547E+00
  1.5750E+01    6.2585E+00
  1.5850E+01    6.2623E+00
  1.5950E+01    6.2661E+00
  1.6050E+01    6.2698E+00
  1.6150E+01    6.2736E+00
  1.6250E+01    6.2774E+00
  1.6350E+01    6.2811E+00
  1.6450E+01    6.2849E+00
  1.6550E+01    6.2887E+00
  1.6650E+01    6.2924E+00
  1.6750E+01    6.2962E+00
  1.6850E+01    6.3000E+00
  1.6950E+01    6.3037E+00
  1.7050E+01    6.3075E+00
  1.7150E+01    6.3113E+00
  1.7250E+01    6.3150E+00
  1.7350E+01    6.3188E+00
  1.7450E+01    6.3226E+00
  1.7550E+01    6.3263E+00
  1.7650E+01    6.3301E+00
  1.7750E+01    6.3339E+00
  1.7850E+01    6.3376E+00
  1.7950E+01    6.3414E+00
  1.8050E+01    6.3452E+00
  1.8150E+01    6.3489E+00
  1.8250E+01    6.3527E+00
  1.8350E+01    6.3565E+00
  1.8450E+01    6.3602E+00
  1.8550E+01    6.3640E+00
  1.8650E+01    6.3678E+00
  1.8750E+01    6.3716E+00
  1.8850E+01    6.3754E+00
  1.8950E+01    6.3791E+00
  1.9050E+01    6.3829E+00
  1.9150E+01    6.3867E+00
  1.9250E+01    6.3905E+00
  1.9350E+01    6.3943E+00
  1.9450E+01    6.3981E+00
  1.9550E+01    6.4019E+00
  1.9650E+01    6.4057E+00
  1.9750E+01    6.4095E+00
  1.9850E+01    6.4133E+00
  1.9950E+01    6.4226E+00
