 TITLE = "Isotope ratios" 
    Distance        Li7+            
    5.0000000E-02   -9.6735008E+00
    1.5000000E-01   -1.1275009E+01
    2.5000000E-01   -1.2541491E+01
    3.5000000E-01   -1.3798625E+01
    4.5000000E-01   -1.5009061E+01
    5.5000000E-01   -1.6123895E+01
    6.5000000E-01   -1.7127972E+01
    7.5000000E-01   -1.8025518E+01
    8.5000000E-01   -1.8826501E+01
    9.5000000E-01   -1.9541327E+01
    1.0500000E+00   -2.0179519E+01
    1.1500000E+00   -2.0749553E+01
    1.2500000E+00   -2.1258933E+01
    1.3500000E+00   -2.1714302E+01
    1.4500000E+00   -2.2121542E+01
    1.5500000E+00   -2.2485866E+01
    1.6500000E+00   -2.2811896E+01
    1.7500000E+00   -2.3103734E+01
    1.8500000E+00   -2.3365020E+01
    1.9500000E+00   -2.3598991E+01
    2.0500000E+00   -2.3808523E+01
    2.1500000E+00   -2.3996176E+01
    2.2500000E+00   -2.4164228E+01
    2.3500000E+00   -2.4314709E+01
    2.4500000E+00   -2.4449429E+01
    2.5500000E+00   -2.4570002E+01
    2.6500000E+00   -2.4677869E+01
    2.7500000E+00   -2.4774317E+01
    2.8500000E+00   -2.4860497E+01
    2.9500000E+00   -2.4937438E+01
    3.0500000E+00   -2.5006060E+01
    3.1500000E+00   -2.5067188E+01
    3.2500000E+00   -2.5121562E+01
    3.3500000E+00   -2.5169843E+01
    3.4500000E+00   -2.5212626E+01
    3.5500000E+00   -2.5250445E+01
    3.6500000E+00   -2.5283779E+01
    3.7500000E+00   -2.5313060E+01
    3.8500000E+00   -2.5338675E+01
    3.9500000E+00   -2.5360972E+01
    4.0500000E+00   -2.5380267E+01
    4.1500000E+00   -2.5396841E+01
    4.2500000E+00   -2.5410951E+01
    4.3500000E+00   -2.5422825E+01
    4.4500000E+00   -2.5432673E+01
    4.5500000E+00   -2.5440681E+01
    4.6500000E+00   -2.5447019E+01
    4.7500000E+00   -2.5451839E+01
    4.8500000E+00   -2.5455282E+01
    4.9500000E+00   -2.5457472E+01
    5.0500000E+00   -2.5458522E+01
    5.1500000E+00   -2.5458536E+01
    5.2500000E+00   -2.5457607E+01
    5.3500000E+00   -2.5455819E+01
    5.4500000E+00   -2.5453249E+01
    5.5500000E+00   -2.5449966E+01
    5.6500000E+00   -2.5446035E+01
    5.7500000E+00   -2.5441511E+01
    5.8500000E+00   -2.5436449E+01
    5.9500000E+00   -2.5430894E+01
    6.0500000E+00   -2.5424890E+01
    6.1500000E+00   -2.5418477E+01
    6.2500000E+00   -2.5411690E+01
    6.3500000E+00   -2.5404562E+01
    6.4500000E+00   -2.5397122E+01
    6.5500000E+00   -2.5389398E+01
    6.6500000E+00   -2.5381415E+01
    6.7500000E+00   -2.5373194E+01
    6.8500000E+00   -2.5364756E+01
    6.9500000E+00   -2.5356121E+01
    7.0500000E+00   -2.5347304E+01
    7.1500000E+00   -2.5338322E+01
    7.2500000E+00   -2.5329190E+01
    7.3500000E+00   -2.5319919E+01
    7.4500000E+00   -2.5310522E+01
    7.5500000E+00   -2.5301009E+01
    7.6500000E+00   -2.5291392E+01
    7.7500000E+00   -2.5281678E+01
    7.8500000E+00   -2.5271876E+01
    7.9500000E+00   -2.5261993E+01
    8.0500000E+00   -2.5252037E+01
    8.1500000E+00   -2.5242013E+01
    8.2500000E+00   -2.5231928E+01
    8.3500000E+00   -2.5221787E+01
    8.4500000E+00   -2.5211594E+01
    8.5500000E+00   -2.5201354E+01
    8.6500000E+00   -2.5191070E+01
    8.7500000E+00   -2.5180747E+01
    8.8500000E+00   -2.5170388E+01
    8.9500000E+00   -2.5159995E+01
    9.0500000E+00   -2.5149572E+01
    9.1500000E+00   -2.5139120E+01
    9.2500000E+00   -2.5128642E+01
    9.3500000E+00   -2.5118140E+01
    9.4500000E+00   -2.5107616E+01
    9.5500000E+00   -2.5097071E+01
    9.6500000E+00   -2.5086507E+01
    9.7500000E+00   -2.5075925E+01
    9.8500000E+00   -2.5065327E+01
    9.9500000E+00   -2.5054712E+01
    1.0050000E+01   -2.5044082E+01
    1.0150000E+01   -2.5033438E+01
    1.0250000E+01   -2.5022781E+01
    1.0350000E+01   -2.5012110E+01
    1.0450000E+01   -2.5001427E+01
    1.0550000E+01   -2.4990732E+01
    1.0650000E+01   -2.4980024E+01
    1.0750000E+01   -2.4969305E+01
    1.0850000E+01   -2.4958575E+01
    1.0950000E+01   -2.4947832E+01
    1.1050000E+01   -2.4937078E+01
    1.1150000E+01   -2.4926313E+01
    1.1250000E+01   -2.4915536E+01
    1.1350000E+01   -2.4904747E+01
    1.1450000E+01   -2.4893946E+01
    1.1550000E+01   -2.4883132E+01
    1.1650000E+01   -2.4872306E+01
    1.1750000E+01   -2.4861467E+01
    1.1850000E+01   -2.4850615E+01
    1.1950000E+01   -2.4839748E+01
    1.2050000E+01   -2.4828868E+01
    1.2150000E+01   -2.4817973E+01
    1.2250000E+01   -2.4807062E+01
    1.2350000E+01   -2.4796136E+01
    1.2450000E+01   -2.4785194E+01
    1.2550000E+01   -2.4774234E+01
    1.2650000E+01   -2.4763257E+01
    1.2750000E+01   -2.4752262E+01
    1.2850000E+01   -2.4741248E+01
