# Time          1.5000E+00
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    9.7079816E-03    1.7503157E-01
    1.5000000E-01    9.9532979E-03    1.7970194E-01
    2.5000000E-01    9.9535006E-03    1.7998531E-01
    3.5000000E-01    9.9386004E-03    1.7999955E-01
    4.5000000E-01    9.9228728E-03    1.8000022E-01
    5.5000000E-01    9.9070451E-03    1.8000029E-01
    6.5000000E-01    9.8911509E-03    1.8000035E-01
    7.5000000E-01    9.8751934E-03    1.8000040E-01
    8.5000000E-01    9.8591742E-03    1.8000045E-01
    9.5000000E-01    9.8430946E-03    1.8000050E-01
    1.0500000E+00    9.8269560E-03    1.8000055E-01
    1.1500000E+00    9.8107595E-03    1.8000060E-01
    1.2500000E+00    9.7945062E-03    1.8000065E-01
    1.3500000E+00    9.7781971E-03    1.8000071E-01
    1.4500000E+00    9.7618331E-03    1.8000076E-01
    1.5500000E+00    9.7454150E-03    1.8000081E-01
    1.6500000E+00    9.7289436E-03    1.8000086E-01
    1.7500000E+00    9.7124196E-03    1.8000092E-01
    1.8500000E+00    9.6958435E-03    1.8000097E-01
    1.9500000E+00    9.6792161E-03    1.8000102E-01
    2.0500000E+00    9.6625379E-03    1.8000107E-01
    2.1500000E+00    9.6458094E-03    1.8000113E-01
    2.2500000E+00    9.6290312E-03    1.8000118E-01
    2.3500000E+00    9.6122036E-03    1.8000123E-01
    2.4500000E+00    9.5953271E-03    1.8000129E-01
    2.5500000E+00    9.5784022E-03    1.8000134E-01
    2.6500000E+00    9.5614292E-03    1.8000140E-01
    2.7500000E+00    9.5444084E-03    1.8000145E-01
    2.8500000E+00    9.5273402E-03    1.8000150E-01
    2.9500000E+00    9.5102250E-03    1.8000156E-01
    3.0500000E+00    9.4930630E-03    1.8000161E-01
    3.1500000E+00    9.4758545E-03    1.8000167E-01
    3.2500000E+00    9.4585997E-03    1.8000172E-01
    3.3500000E+00    9.4412991E-03    1.8000178E-01
    3.4500000E+00    9.4239527E-03    1.8000183E-01
    3.5500000E+00    9.4065608E-03    1.8000189E-01
    3.6500000E+00    9.3891236E-03    1.8000194E-01
    3.7500000E+00    9.3716414E-03    1.8000200E-01
    3.8500000E+00    9.3541143E-03    1.8000206E-01
    3.9500000E+00    9.3365426E-03    1.8000211E-01
    4.0500000E+00    9.3189263E-03    1.8000217E-01
    4.1500000E+00    9.3012657E-03    1.8000222E-01
    4.2500000E+00    9.2835610E-03    1.8000228E-01
    4.3500000E+00    9.2658122E-03    1.8000234E-01
    4.4500000E+00    9.2480196E-03    1.8000239E-01
    4.5500000E+00    9.2301832E-03    1.8000245E-01
    4.6500000E+00    9.2123032E-03    1.8000251E-01
    4.7500000E+00    9.1943798E-03    1.8000256E-01
    4.8500000E+00    9.1764130E-03    1.8000262E-01
    4.9500000E+00    9.1584030E-03    1.8000268E-01
    5.0500000E+00    9.1403498E-03    1.8000274E-01
    5.1500000E+00    9.1222536E-03    1.8000279E-01
    5.2500000E+00    9.1041145E-03    1.8000285E-01
    5.3500000E+00    9.0859326E-03    1.8000291E-01
    5.4500000E+00    9.0677079E-03    1.8000297E-01
    5.5500000E+00    9.0494406E-03    1.8000303E-01
    5.6500000E+00    9.0311307E-03    1.8000308E-01
    5.7500000E+00    9.0127783E-03    1.8000314E-01
    5.8500000E+00    8.9943835E-03    1.8000320E-01
    5.9500000E+00    8.9759463E-03    1.8000326E-01
    6.0500000E+00    8.9574669E-03    1.8000332E-01
    6.1500000E+00    8.9389453E-03    1.8000338E-01
    6.2500000E+00    8.9203815E-03    1.8000344E-01
    6.3500000E+00    8.9017756E-03    1.8000350E-01
    6.4500000E+00    8.8831277E-03    1.8000356E-01
    6.5500000E+00    8.8644378E-03    1.8000361E-01
    6.6500000E+00    8.8457060E-03    1.8000367E-01
    6.7500000E+00    8.8269323E-03    1.8000373E-01
    6.8500000E+00    8.8081168E-03    1.8000379E-01
    6.9500000E+00    8.7892595E-03    1.8000385E-01
    7.0500000E+00    8.7703604E-03    1.8000391E-01
    7.1500000E+00    8.7514197E-03    1.8000397E-01
    7.2500000E+00    8.7324373E-03    1.8000403E-01
    7.3500000E+00    8.7134132E-03    1.8000410E-01
    7.4500000E+00    8.6943476E-03    1.8000416E-01
    7.5500000E+00    8.6752404E-03    1.8000422E-01
    7.6500000E+00    8.6560917E-03    1.8000428E-01
    7.7500000E+00    8.6369015E-03    1.8000434E-01
    7.8500000E+00    8.6176698E-03    1.8000440E-01
    7.9500000E+00    8.5983967E-03    1.8000446E-01
    8.0500000E+00    8.5790822E-03    1.8000452E-01
    8.1500000E+00    8.5597263E-03    1.8000458E-01
    8.2500000E+00    8.5403290E-03    1.8000465E-01
    8.3500000E+00    8.5208904E-03    1.8000471E-01
    8.4500000E+00    8.5014105E-03    1.8000477E-01
    8.5500000E+00    8.4818893E-03    1.8000483E-01
    8.6500000E+00    8.4623268E-03    1.8000489E-01
    8.7500000E+00    8.4427230E-03    1.8000496E-01
    8.8500000E+00    8.4230781E-03    1.8000502E-01
    8.9500000E+00    8.4033919E-03    1.8000508E-01
    9.0500000E+00    8.3836645E-03    1.8000515E-01
    9.1500000E+00    8.3638959E-03    1.8000521E-01
    9.2500000E+00    8.3440861E-03    1.8000527E-01
    9.3500000E+00    8.3242352E-03    1.8000533E-01
    9.4500000E+00    8.3043432E-03    1.8000540E-01
    9.5500000E+00    8.2844100E-03    1.8000546E-01
    9.6500000E+00    8.2644357E-03    1.8000552E-01
    9.7500000E+00    8.2444203E-03    1.8000559E-01
    9.8500000E+00    8.2243638E-03    1.8000565E-01
    9.9500000E+00    8.2042662E-03    1.8000572E-01
    1.0050000E+01    8.1841276E-03    1.8000578E-01
    1.0150000E+01    8.1639479E-03    1.8000585E-01
    1.0250000E+01    8.1437272E-03    1.8000591E-01
    1.0350000E+01    8.1234654E-03    1.8000597E-01
    1.0450000E+01    8.1031626E-03    1.8000604E-01
    1.0550000E+01    8.0828188E-03    1.8000610E-01
    1.0650000E+01    8.0624340E-03    1.8000617E-01
    1.0750000E+01    8.0420082E-03    1.8000623E-01
    1.0850000E+01    8.0215414E-03    1.8000630E-01
    1.0950000E+01    8.0010336E-03    1.8000636E-01
    1.1050000E+01    7.9804849E-03    1.8000643E-01
    1.1150000E+01    7.9598952E-03    1.8000650E-01
    1.1250000E+01    7.9392646E-03    1.8000656E-01
    1.1350000E+01    7.9185930E-03    1.8000663E-01
    1.1450000E+01    7.8978805E-03    1.8000669E-01
    1.1550000E+01    7.8771271E-03    1.8000676E-01
    1.1650000E+01    7.8563328E-03    1.8000683E-01
    1.1750000E+01    7.8354976E-03    1.8000689E-01
    1.1850000E+01    7.8146215E-03    1.8000696E-01
    1.1950000E+01    7.7937045E-03    1.8000702E-01
    1.2050000E+01    7.7727467E-03    1.8000709E-01
    1.2150000E+01    7.7517480E-03    1.8000716E-01
    1.2250000E+01    7.7307085E-03    1.8000723E-01
    1.2350000E+01    7.7096281E-03    1.8000729E-01
    1.2450000E+01    7.6885070E-03    1.8000736E-01
    1.2550000E+01    7.6673450E-03    1.8000743E-01
    1.2650000E+01    7.6461422E-03    1.8000750E-01
    1.2750000E+01    7.6248986E-03    1.8000756E-01
    1.2850000E+01    7.6036143E-03    1.8000763E-01
    1.2950000E+01    7.5822892E-03    1.8000770E-01
    1.3050000E+01    7.5609234E-03    1.8000777E-01
    1.3150000E+01    7.5395169E-03    1.8000784E-01
    1.3250000E+01    7.5180696E-03    1.8000790E-01
    1.3350000E+01    7.4965817E-03    1.8000797E-01
    1.3450000E+01    7.4750531E-03    1.8000804E-01
    1.3550000E+01    7.4534838E-03    1.8000811E-01
    1.3650000E+01    7.4318739E-03    1.8000818E-01
    1.3750000E+01    7.4102234E-03    1.8000825E-01
    1.3850000E+01    7.3885322E-03    1.8000832E-01
    1.3950000E+01    7.3668005E-03    1.8000839E-01
    1.4050000E+01    7.3450283E-03    1.8000846E-01
    1.4150000E+01    7.3232155E-03    1.8000853E-01
    1.4250000E+01    7.3013622E-03    1.8000860E-01
    1.4350000E+01    7.2794684E-03    1.8000867E-01
    1.4450000E+01    7.2575341E-03    1.8000874E-01
    1.4550000E+01    7.2355594E-03    1.8000881E-01
    1.4650000E+01    7.2135443E-03    1.8000888E-01
    1.4750000E+01    7.1914888E-03    1.8000895E-01
    1.4850000E+01    7.1693930E-03    1.8000902E-01
    1.4950000E+01    7.1472568E-03    1.8000909E-01
    1.5050000E+01    7.1250803E-03    1.8000916E-01
    1.5150000E+01    7.1028636E-03    1.8000923E-01
    1.5250000E+01    7.0806066E-03    1.8000930E-01
    1.5350000E+01    7.0583095E-03    1.8000937E-01
    1.5450000E+01    7.0359722E-03    1.8000944E-01
    1.5550000E+01    7.0135948E-03    1.8000951E-01
    1.5650000E+01    6.9911773E-03    1.8000959E-01
    1.5750000E+01    6.9687197E-03    1.8000966E-01
    1.5850000E+01    6.9462222E-03    1.8000973E-01
    1.5950000E+01    6.9236847E-03    1.8000980E-01
    1.6050000E+01    6.9011073E-03    1.8000987E-01
    1.6150000E+01    6.8784900E-03    1.8000995E-01
    1.6250000E+01    6.8558330E-03    1.8001002E-01
    1.6350000E+01    6.8331361E-03    1.8001009E-01
    1.6450000E+01    6.8103996E-03    1.8001016E-01
    1.6550000E+01    6.7876234E-03    1.8001024E-01
    1.6650000E+01    6.7648075E-03    1.8001031E-01
    1.6750000E+01    6.7419522E-03    1.8001038E-01
