# Time          3.5000E+00
    Distance         pH
  5.0000E-02    5.5131E+00
  1.5000E-01    5.5040E+00
  2.5000E-01    5.5069E+00
  3.5000E-01    5.5173E+00
  4.5000E-01    5.5316E+00
  5.5000E-01    5.5458E+00
  6.5000E-01    5.5571E+00
  7.5000E-01    5.5659E+00
  8.5000E-01    5.5732E+00
  9.5000E-01    5.5799E+00
  1.0500E+00    5.5864E+00
  1.1500E+00    5.5928E+00
  1.2500E+00    5.5992E+00
  1.3500E+00    5.6055E+00
  1.4500E+00    5.6117E+00
  1.5500E+00    5.6179E+00
  1.6500E+00    5.6240E+00
  1.7500E+00    5.6301E+00
  1.8500E+00    5.6362E+00
  1.9500E+00    5.6422E+00
  2.0500E+00    5.6481E+00
  2.1500E+00    5.6540E+00
  2.2500E+00    5.6599E+00
  2.3500E+00    5.6657E+00
  2.4500E+00    5.6715E+00
  2.5500E+00    5.6773E+00
  2.6500E+00    5.6830E+00
  2.7500E+00    5.6886E+00
  2.8500E+00    5.6943E+00
  2.9500E+00    5.6999E+00
  3.0500E+00    5.7054E+00
  3.1500E+00    5.7109E+00
  3.2500E+00    5.7164E+00
  3.3500E+00    5.7219E+00
  3.4500E+00    5.7273E+00
  3.5500E+00    5.7327E+00
  3.6500E+00    5.7380E+00
  3.7500E+00    5.7433E+00
  3.8500E+00    5.7486E+00
  3.9500E+00    5.7539E+00
  4.0500E+00    5.7591E+00
  4.1500E+00    5.7643E+00
  4.2500E+00    5.7695E+00
  4.3500E+00    5.7746E+00
  4.4500E+00    5.7797E+00
  4.5500E+00    5.7848E+00
  4.6500E+00    5.7898E+00
  4.7500E+00    5.7949E+00
  4.8500E+00    5.7999E+00
  4.9500E+00    5.8048E+00
  5.0500E+00    5.8098E+00
  5.1500E+00    5.8147E+00
  5.2500E+00    5.8196E+00
  5.3500E+00    5.8245E+00
  5.4500E+00    5.8293E+00
  5.5500E+00    5.8342E+00
  5.6500E+00    5.8390E+00
  5.7500E+00    5.8437E+00
  5.8500E+00    5.8485E+00
  5.9500E+00    5.8532E+00
  6.0500E+00    5.8580E+00
  6.1500E+00    5.8626E+00
  6.2500E+00    5.8673E+00
  6.3500E+00    5.8720E+00
  6.4500E+00    5.8766E+00
  6.5500E+00    5.8812E+00
  6.6500E+00    5.8858E+00
  6.7500E+00    5.8904E+00
  6.8500E+00    5.8949E+00
  6.9500E+00    5.8995E+00
  7.0500E+00    5.9040E+00
  7.1500E+00    5.9085E+00
  7.2500E+00    5.9130E+00
  7.3500E+00    5.9175E+00
  7.4500E+00    5.9219E+00
  7.5500E+00    5.9264E+00
  7.6500E+00    5.9308E+00
  7.7500E+00    5.9352E+00
  7.8500E+00    5.9396E+00
  7.9500E+00    5.9439E+00
  8.0500E+00    5.9483E+00
  8.1500E+00    5.9526E+00
  8.2500E+00    5.9570E+00
  8.3500E+00    5.9613E+00
  8.4500E+00    5.9656E+00
  8.5500E+00    5.9699E+00
  8.6500E+00    5.9741E+00
  8.7500E+00    5.9784E+00
  8.8500E+00    5.9826E+00
  8.9500E+00    5.9869E+00
  9.0500E+00    5.9911E+00
  9.1500E+00    5.9953E+00
  9.2500E+00    5.9995E+00
  9.3500E+00    6.0037E+00
  9.4500E+00    6.0079E+00
  9.5500E+00    6.0120E+00
  9.6500E+00    6.0162E+00
  9.7500E+00    6.0203E+00
  9.8500E+00    6.0244E+00
  9.9500E+00    6.0285E+00
  1.0050E+01    6.0327E+00
  1.0150E+01    6.0367E+00
  1.0250E+01    6.0408E+00
  1.0350E+01    6.0449E+00
  1.0450E+01    6.0490E+00
  1.0550E+01    6.0530E+00
  1.0650E+01    6.0571E+00
  1.0750E+01    6.0611E+00
  1.0850E+01    6.0651E+00
  1.0950E+01    6.0692E+00
  1.1050E+01    6.0732E+00
  1.1150E+01    6.0772E+00
  1.1250E+01    6.0812E+00
  1.1350E+01    6.0852E+00
  1.1450E+01    6.0891E+00
  1.1550E+01    6.0931E+00
  1.1650E+01    6.0971E+00
  1.1750E+01    6.1010E+00
  1.1850E+01    6.1050E+00
  1.1950E+01    6.1089E+00
  1.2050E+01    6.1129E+00
  1.2150E+01    6.1168E+00
  1.2250E+01    6.1207E+00
  1.2350E+01    6.1246E+00
  1.2450E+01    6.1285E+00
  1.2550E+01    6.1324E+00
  1.2650E+01    6.1363E+00
  1.2750E+01    6.1402E+00
  1.2850E+01    6.1441E+00
  1.2950E+01    6.1480E+00
  1.3050E+01    6.1519E+00
  1.3150E+01    6.1557E+00
  1.3250E+01    6.1596E+00
  1.3350E+01    6.1635E+00
  1.3450E+01    6.1673E+00
  1.3550E+01    6.1712E+00
  1.3650E+01    6.1750E+00
  1.3750E+01    6.1789E+00
  1.3850E+01    6.1827E+00
  1.3950E+01    6.1865E+00
  1.4050E+01    6.1903E+00
  1.4150E+01    6.1942E+00
  1.4250E+01    6.1980E+00
  1.4350E+01    6.2018E+00
  1.4450E+01    6.2056E+00
  1.4550E+01    6.2094E+00
  1.4650E+01    6.2132E+00
  1.4750E+01    6.2170E+00
  1.4850E+01    6.2208E+00
  1.4950E+01    6.2246E+00
  1.5050E+01    6.2284E+00
  1.5150E+01    6.2322E+00
  1.5250E+01    6.2360E+00
  1.5350E+01    6.2398E+00
  1.5450E+01    6.2436E+00
  1.5550E+01    6.2474E+00
  1.5650E+01    6.2511E+00
  1.5750E+01    6.2549E+00
  1.5850E+01    6.2587E+00
  1.5950E+01    6.2625E+00
  1.6050E+01    6.2663E+00
  1.6150E+01    6.2700E+00
  1.6250E+01    6.2738E+00
  1.6350E+01    6.2776E+00
  1.6450E+01    6.2813E+00
  1.6550E+01    6.2851E+00
  1.6650E+01    6.2889E+00
  1.6750E+01    6.2926E+00
  1.6850E+01    6.2964E+00
  1.6950E+01    6.3002E+00
  1.7050E+01    6.3039E+00
  1.7150E+01    6.3077E+00
  1.7250E+01    6.3115E+00
  1.7350E+01    6.3152E+00
  1.7450E+01    6.3190E+00
  1.7550E+01    6.3228E+00
  1.7650E+01    6.3265E+00
  1.7750E+01    6.3303E+00
  1.7850E+01    6.3341E+00
  1.7950E+01    6.3378E+00
  1.8050E+01    6.3416E+00
  1.8150E+01    6.3454E+00
  1.8250E+01    6.3491E+00
  1.8350E+01    6.3529E+00
  1.8450E+01    6.3567E+00
  1.8550E+01    6.3604E+00
  1.8650E+01    6.3642E+00
  1.8750E+01    6.3680E+00
  1.8850E+01    6.3718E+00
  1.8950E+01    6.3756E+00
  1.9050E+01    6.3793E+00
  1.9150E+01    6.3831E+00
  1.9250E+01    6.3869E+00
  1.9350E+01    6.3907E+00
  1.9450E+01    6.3945E+00
  1.9550E+01    6.3983E+00
  1.9650E+01    6.4021E+00
  1.9750E+01    6.4059E+00
