# Time          7.0000E+00
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    1.8069694E-02    3.2497704E-01
    1.5000000E-01    1.2069493E-02    2.1790467E-01
    2.5000000E-01    1.4577468E-02    2.6324286E-01
    3.5000000E-01    1.4640066E-02    2.6479967E-01
    4.5000000E-01    1.3140564E-02    2.3833793E-01
    5.5000000E-01    1.1592609E-02    2.1095694E-01
    6.5000000E-01    1.0600129E-02    1.9349138E-01
    7.5000000E-01    1.0110110E-02    1.8501084E-01
    8.5000000E-01    9.9048316E-03    1.8162599E-01
    9.5000000E-01    9.8239967E-03    1.8046956E-01
    1.0500000E+00    9.7883225E-03    1.8012265E-01
    1.1500000E+00    9.7667736E-03    1.8002965E-01
    1.2500000E+00    9.7491040E-03    1.8000710E-01
    1.3500000E+00    9.7323624E-03    1.8000212E-01
    1.4500000E+00    9.7157911E-03    1.8000114E-01
    1.5500000E+00    9.6992143E-03    1.8000100E-01
    1.6500000E+00    9.6825950E-03    1.8000102E-01
    1.7500000E+00    9.6659264E-03    1.8000106E-01
    1.8500000E+00    9.6492077E-03    1.8000112E-01
    1.9500000E+00    9.6324391E-03    1.8000117E-01
    2.0500000E+00    9.6156211E-03    1.8000122E-01
    2.1500000E+00    9.5987542E-03    1.8000128E-01
    2.2500000E+00    9.5818387E-03    1.8000133E-01
    2.3500000E+00    9.5648750E-03    1.8000139E-01
    2.4500000E+00    9.5478635E-03    1.8000144E-01
    2.5500000E+00    9.5308045E-03    1.8000149E-01
    2.6500000E+00    9.5136984E-03    1.8000155E-01
    2.7500000E+00    9.4965455E-03    1.8000160E-01
    2.8500000E+00    9.4793460E-03    1.8000166E-01
    2.9500000E+00    9.4621002E-03    1.8000171E-01
    3.0500000E+00    9.4448084E-03    1.8000177E-01
    3.1500000E+00    9.4274709E-03    1.8000182E-01
    3.2500000E+00    9.4100878E-03    1.8000188E-01
    3.3500000E+00    9.3926594E-03    1.8000193E-01
    3.4500000E+00    9.3751859E-03    1.8000199E-01
    3.5500000E+00    9.3576675E-03    1.8000204E-01
    3.6500000E+00    9.3401044E-03    1.8000210E-01
    3.7500000E+00    9.3224968E-03    1.8000216E-01
    3.8500000E+00    9.3048447E-03    1.8000221E-01
    3.9500000E+00    9.2871485E-03    1.8000227E-01
    4.0500000E+00    9.2694083E-03    1.8000233E-01
    4.1500000E+00    9.2516241E-03    1.8000238E-01
    4.2500000E+00    9.2337962E-03    1.8000244E-01
    4.3500000E+00    9.2159246E-03    1.8000250E-01
    4.4500000E+00    9.1980096E-03    1.8000255E-01
    4.5500000E+00    9.1800511E-03    1.8000261E-01
    4.6500000E+00    9.1620494E-03    1.8000267E-01
    4.7500000E+00    9.1440046E-03    1.8000272E-01
    4.8500000E+00    9.1259167E-03    1.8000278E-01
    4.9500000E+00    9.1077859E-03    1.8000284E-01
    5.0500000E+00    9.0896122E-03    1.8000290E-01
    5.1500000E+00    9.0713957E-03    1.8000296E-01
    5.2500000E+00    9.0531366E-03    1.8000301E-01
    5.3500000E+00    9.0348349E-03    1.8000307E-01
    5.4500000E+00    9.0164907E-03    1.8000313E-01
    5.5500000E+00    8.9981041E-03    1.8000319E-01
    5.6500000E+00    8.9796751E-03    1.8000325E-01
    5.7500000E+00    8.9612038E-03    1.8000331E-01
    5.8500000E+00    8.9426903E-03    1.8000337E-01
    5.9500000E+00    8.9241346E-03    1.8000342E-01
    6.0500000E+00    8.9055368E-03    1.8000348E-01
    6.1500000E+00    8.8868970E-03    1.8000354E-01
    6.2500000E+00    8.8682152E-03    1.8000360E-01
    6.3500000E+00    8.8494914E-03    1.8000366E-01
    6.4500000E+00    8.8307258E-03    1.8000372E-01
    6.5500000E+00    8.8119183E-03    1.8000378E-01
