 TITLE = "Isotope ratios" 
    Distance        Li7+            
    5.0000000E-02   -1.0595652E+01
    1.5000000E-01   -1.2023799E+01
    2.5000000E-01   -1.4205511E+01
    3.5000000E-01   -1.6541560E+01
    4.5000000E-01   -1.8161925E+01
    5.5000000E-01   -1.9160769E+01
    6.5000000E-01   -1.9887847E+01
    7.5000000E-01   -2.0497901E+01
    8.5000000E-01   -2.1035691E+01
    9.5000000E-01   -2.1515292E+01
    1.0500000E+00   -2.1944030E+01
    1.1500000E+00   -2.2327557E+01
    1.2500000E+00   -2.2670765E+01
    1.3500000E+00   -2.2977978E+01
    1.4500000E+00   -2.3253036E+01
    1.5500000E+00   -2.3499349E+01
    1.6500000E+00   -2.3719948E+01
    1.7500000E+00   -2.3917530E+01
    1.8500000E+00   -2.4094495E+01
    1.9500000E+00   -2.4252981E+01
    2.0500000E+00   -2.4394895E+01
    2.1500000E+00   -2.4521937E+01
    2.2500000E+00   -2.4635622E+01
    2.3500000E+00   -2.4737307E+01
    2.4500000E+00   -2.4828202E+01
    2.5500000E+00   -2.4909390E+01
    2.6500000E+00   -2.4981840E+01
    2.7500000E+00   -2.5046419E+01
    2.8500000E+00   -2.5103905E+01
    2.9500000E+00   -2.5154995E+01
    3.0500000E+00   -2.5200313E+01
    3.1500000E+00   -2.5240421E+01
    3.2500000E+00   -2.5275823E+01
    3.3500000E+00   -2.5306972E+01
    3.4500000E+00   -2.5334275E+01
    3.5500000E+00   -2.5358098E+01
    3.6500000E+00   -2.5378772E+01
    3.7500000E+00   -2.5396594E+01
    3.8500000E+00   -2.5411831E+01
    3.9500000E+00   -2.5424726E+01
    4.0500000E+00   -2.5435496E+01
    4.1500000E+00   -2.5444338E+01
    4.2500000E+00   -2.5451430E+01
    4.3500000E+00   -2.5456934E+01
    4.4500000E+00   -2.5460993E+01
    4.5500000E+00   -2.5463741E+01
    4.6500000E+00   -2.5465295E+01
    4.7500000E+00   -2.5465764E+01
    4.8500000E+00   -2.5465245E+01
    4.9500000E+00   -2.5463828E+01
    5.0500000E+00   -2.5461592E+01
    5.1500000E+00   -2.5458611E+01
    5.2500000E+00   -2.5454950E+01
    5.3500000E+00   -2.5450671E+01
    5.4500000E+00   -2.5445827E+01
    5.5500000E+00   -2.5440469E+01
    5.6500000E+00   -2.5434641E+01
    5.7500000E+00   -2.5428385E+01
    5.8500000E+00   -2.5421738E+01
    5.9500000E+00   -2.5414734E+01
    6.0500000E+00   -2.5407405E+01
    6.1500000E+00   -2.5399779E+01
    6.2500000E+00   -2.5391882E+01
    6.3500000E+00   -2.5383736E+01
    6.4500000E+00   -2.5375364E+01
    6.5500000E+00   -2.5366786E+01
    6.6500000E+00   -2.5358018E+01
    6.7500000E+00   -2.5349078E+01
    6.8500000E+00   -2.5339980E+01
    6.9500000E+00   -2.5330739E+01
    7.0500000E+00   -2.5321365E+01
    7.1500000E+00   -2.5311872E+01
    7.2500000E+00   -2.5302268E+01
    7.3500000E+00   -2.5292564E+01
    7.4500000E+00   -2.5282769E+01
    7.5500000E+00   -2.5272889E+01
    7.6500000E+00   -2.5262933E+01
    7.7500000E+00   -2.5252907E+01
    7.8500000E+00   -2.5242817E+01
    7.9500000E+00   -2.5232668E+01
    8.0500000E+00   -2.5222465E+01
    8.1500000E+00   -2.5212214E+01
    8.2500000E+00   -2.5201918E+01
    8.3500000E+00   -2.5191581E+01
    8.4500000E+00   -2.5181206E+01
    8.5500000E+00   -2.5170797E+01
    8.6500000E+00   -2.5160356E+01
    8.7500000E+00   -2.5149886E+01
    8.8500000E+00   -2.5139389E+01
    8.9500000E+00   -2.5128867E+01
    9.0500000E+00   -2.5118323E+01
    9.1500000E+00   -2.5107758E+01
