# Time          1.0000E-01
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    1.0031337E-02    1.8083045E-01
    1.5000000E-01    9.9699682E-03    1.8000998E-01
    2.5000000E-01    9.9538040E-03    1.8000024E-01
    3.5000000E-01    9.9381088E-03    1.8000020E-01
    4.5000000E-01    9.9223498E-03    1.8000025E-01
    5.5000000E-01    9.9065237E-03    1.8000030E-01
    6.5000000E-01    9.8906326E-03    1.8000035E-01
    7.5000000E-01    9.8746781E-03    1.8000040E-01
    8.5000000E-01    9.8586620E-03    1.8000045E-01
    9.5000000E-01    9.8425856E-03    1.8000050E-01
    1.0500000E+00    9.8264501E-03    1.8000055E-01
    1.1500000E+00    9.8102569E-03    1.8000060E-01
    1.2500000E+00    9.7940069E-03    1.8000066E-01
    1.3500000E+00    9.7777011E-03    1.8000071E-01
    1.4500000E+00    9.7613403E-03    1.8000076E-01
    1.5500000E+00    9.7449256E-03    1.8000081E-01
    1.6500000E+00    9.7284575E-03    1.8000086E-01
    1.7500000E+00    9.7119368E-03    1.8000092E-01
    1.8500000E+00    9.6953642E-03    1.8000097E-01
    1.9500000E+00    9.6787402E-03    1.8000102E-01
    2.0500000E+00    9.6620654E-03    1.8000108E-01
    2.1500000E+00    9.6453404E-03    1.8000113E-01
    2.2500000E+00    9.6285656E-03    1.8000118E-01
    2.3500000E+00    9.6117415E-03    1.8000124E-01
    2.4500000E+00    9.5948686E-03    1.8000129E-01
    2.5500000E+00    9.5779471E-03    1.8000134E-01
    2.6500000E+00    9.5609776E-03    1.8000140E-01
    2.7500000E+00    9.5439604E-03    1.8000145E-01
    2.8500000E+00    9.5268958E-03    1.8000151E-01
    2.9500000E+00    9.5097842E-03    1.8000156E-01
    3.0500000E+00    9.4926258E-03    1.8000162E-01
    3.1500000E+00    9.4754209E-03    1.8000167E-01
    3.2500000E+00    9.4581698E-03    1.8000173E-01
    3.3500000E+00    9.4408728E-03    1.8000178E-01
    3.4500000E+00    9.4235301E-03    1.8000184E-01
    3.5500000E+00    9.4061419E-03    1.8000189E-01
    3.6500000E+00    9.3887085E-03    1.8000195E-01
    3.7500000E+00    9.3712300E-03    1.8000200E-01
    3.8500000E+00    9.3537066E-03    1.8000206E-01
    3.9500000E+00    9.3361386E-03    1.8000211E-01
    4.0500000E+00    9.3185261E-03    1.8000217E-01
    4.1500000E+00    9.3008693E-03    1.8000223E-01
    4.2500000E+00    9.2831684E-03    1.8000228E-01
    4.3500000E+00    9.2654234E-03    1.8000234E-01
    4.4500000E+00    9.2476346E-03    1.8000240E-01
    4.5500000E+00    9.2298021E-03    1.8000245E-01
    4.6500000E+00    9.2119260E-03    1.8000251E-01
