# Time          3.0000E+00
# Units: Bars
    Distance        CO2(g)           O2(g)           
    5.0000000E-02    1.0353223E-02    1.8660931E-01
    1.5000000E-01    1.6279103E-02    2.9318484E-01
    2.5000000E-01    1.6232166E-02    2.9282783E-01
    3.5000000E-01    1.3603772E-02    2.4616795E-01
    4.5000000E-01    1.1466993E-02    2.0823786E-01
    5.5000000E-01    1.0407553E-02    1.8956522E-01
    6.5000000E-01    1.0008009E-02    1.8269994E-01
    7.5000000E-01    9.8777438E-03    1.8065560E-01
    8.5000000E-01    9.8328252E-03    1.8014032E-01
    9.5000000E-01    9.8103111E-03    1.8002726E-01
    1.0500000E+00    9.7928247E-03    1.8000526E-01
    1.1500000E+00    9.7762975E-03    1.8000144E-01
    1.2500000E+00    9.7598971E-03    1.8000087E-01
    1.3500000E+00    9.7434722E-03    1.8000083E-01
    1.4500000E+00    9.7269986E-03    1.8000087E-01
    1.5500000E+00    9.7104729E-03    1.8000092E-01
    1.6500000E+00    9.6938955E-03    1.8000097E-01
    1.7500000E+00    9.6772667E-03    1.8000103E-01
    1.8500000E+00    9.6605872E-03    1.8000108E-01
    1.9500000E+00    9.6438576E-03    1.8000113E-01
    2.0500000E+00    9.6270781E-03    1.8000119E-01
    2.1500000E+00    9.6102495E-03    1.8000124E-01
    2.2500000E+00    9.5933719E-03    1.8000129E-01
    2.3500000E+00    9.5764460E-03    1.8000135E-01
    2.4500000E+00    9.5594720E-03    1.8000140E-01
    2.5500000E+00    9.5424503E-03    1.8000146E-01
    2.6500000E+00    9.5253813E-03    1.8000151E-01
    2.7500000E+00    9.5082652E-03    1.8000157E-01
    2.8500000E+00    9.4911024E-03    1.8000162E-01
    2.9500000E+00    9.4738932E-03    1.8000168E-01
    3.0500000E+00    9.4566378E-03    1.8000173E-01
    3.1500000E+00    9.4393364E-03    1.8000179E-01
    3.2500000E+00    9.4219894E-03    1.8000184E-01
    3.3500000E+00    9.4045969E-03    1.8000190E-01
    3.4500000E+00    9.3871592E-03    1.8000195E-01
    3.5500000E+00    9.3696764E-03    1.8000201E-01
    3.6500000E+00    9.3521489E-03    1.8000206E-01
    3.7500000E+00    9.3345766E-03    1.8000212E-01
    3.8500000E+00    9.3169599E-03    1.8000217E-01
    3.9500000E+00    9.2992989E-03    1.8000223E-01
    4.0500000E+00    9.2815938E-03    1.8000229E-01
    4.1500000E+00    9.2638447E-03    1.8000234E-01
    4.2500000E+00    9.2460517E-03    1.8000240E-01
    4.3500000E+00    9.2282150E-03    1.8000246E-01
    4.4500000E+00    9.2103348E-03    1.8000251E-01
