 TITLE = "Isotope ratios" 
    Distance        Kaolinite_Li7   
    1.5450000E+01    3.6807070E+00
    1.5550000E+01    3.6875852E+00
    1.5650000E+01    3.6944837E+00
    1.5750000E+01    3.7014024E+00
    1.5850000E+01    3.7083409E+00
    1.5950000E+01    3.7152988E+00
    1.6050000E+01    3.7222755E+00
    1.6150000E+01    3.7292706E+00
    1.6250000E+01    3.7362833E+00
    1.6350000E+01    3.7433127E+00
    1.6450000E+01    3.7503579E+00
    1.6550000E+01    3.7574178E+00
    1.6650000E+01    3.7644910E+00
    1.6750000E+01    3.7715760E+00
    1.6850000E+01    3.7786709E+00
    1.6950000E+01    3.7857735E+00
    1.7050000E+01    3.7928815E+00
    1.7150000E+01    3.7999918E+00
    1.7250000E+01    3.8071010E+00
    1.7350000E+01    3.8142050E+00
    1.7450000E+01    3.8212992E+00
    1.7550000E+01    3.8283778E+00
    1.7650000E+01    3.8354342E+00
    1.7750000E+01    3.8424603E+00
    1.7850000E+01    3.8494465E+00
    1.7950000E+01    3.8563813E+00
    1.8050000E+01    3.8632505E+00
    1.8150000E+01    3.8700370E+00
    1.8250000E+01    3.8767193E+00
    1.8350000E+01    3.8832711E+00
    1.8450000E+01    3.8896588E+00
    1.8550000E+01    3.8958396E+00
    1.8650000E+01    3.9017586E+00
    1.8750000E+01    3.9073429E+00
    1.8850000E+01    3.9124955E+00
    1.8950000E+01    3.9170835E+00
    1.9050000E+01    3.9209203E+00
    1.9150000E+01    3.9237366E+00
    1.9250000E+01    3.9251288E+00
    1.9350000E+01    3.9244646E+00
    1.9450000E+01    3.9206971E+00
    1.9550000E+01    3.9119617E+00
    1.9650000E+01    3.8945926E+00
    1.9750000E+01    3.8602799E+00
    1.9850000E+01    3.7853937E+00
    1.9950000E+01    3.5661185E+00
