 TITLE = "Isotope ratios" 
    Distance        Kaolinite_Li7   
    5.0000000E-02    3.4646809E+00
    1.5000000E-01    3.4002374E+00
    2.5000000E-01    3.3433499E+00
    3.5000000E-01    3.2927160E+00
    4.5000000E-01    3.2477051E+00
    5.5000000E-01    3.2077516E+00
    6.5000000E-01    3.1723473E+00
    7.5000000E-01    3.1410354E+00
    8.5000000E-01    3.1134056E+00
    9.5000000E-01    3.0890887E+00
    1.0500000E+00    3.0677530E+00
    1.1500000E+00    3.0491001E+00
    1.2500000E+00    3.0328616E+00
    1.3500000E+00    3.0187962E+00
    1.4500000E+00    3.0066868E+00
    1.5500000E+00    2.9963381E+00
    1.6500000E+00    2.9875744E+00
    1.7500000E+00    2.9802377E+00
    1.8500000E+00    2.9741858E+00
    1.9500000E+00    2.9692907E+00
    2.0500000E+00    2.9654373E+00
    2.1500000E+00    2.9625221E+00
    2.2500000E+00    2.9604517E+00
    2.3500000E+00    2.9591424E+00
    2.4500000E+00    2.9585187E+00
    2.5500000E+00    2.9585126E+00
    2.6500000E+00    2.9590629E+00
    2.7500000E+00    2.9601147E+00
    2.8500000E+00    2.9616184E+00
    2.9500000E+00    2.9635293E+00
    3.0500000E+00    2.9658074E+00
    3.1500000E+00    2.9684165E+00
    3.2500000E+00    2.9713241E+00
    3.3500000E+00    2.9745009E+00
    3.4500000E+00    2.9779204E+00
    3.5500000E+00    2.9815589E+00
    3.6500000E+00    2.9853952E+00
    3.7500000E+00    2.9894097E+00
    3.8500000E+00    2.9935854E+00
    3.9500000E+00    2.9979064E+00
    4.0500000E+00    3.0023588E+00
    4.1500000E+00    3.0069298E+00
    4.2500000E+00    3.0116081E+00
    4.3500000E+00    3.0163834E+00
    4.4500000E+00    3.0212464E+00
    4.5500000E+00    3.0261888E+00
    4.6500000E+00    3.0312031E+00
    4.7500000E+00    3.0362826E+00
    4.8500000E+00    3.0414210E+00
    4.9500000E+00    3.0466131E+00
    5.0500000E+00    3.0518537E+00
    5.1500000E+00    3.0571386E+00
    5.2500000E+00    3.0624637E+00
    5.3500000E+00    3.0678254E+00
    5.4500000E+00    3.0732205E+00
    5.5500000E+00    3.0786462E+00
    5.6500000E+00    3.0840997E+00
    5.7500000E+00    3.0895788E+00
    5.8500000E+00    3.0950814E+00
    5.9500000E+00    3.1006056E+00
    6.0500000E+00    3.1061497E+00
    6.1500000E+00    3.1117122E+00
    6.2500000E+00    3.1172918E+00
    6.3500000E+00    3.1228873E+00
    6.4500000E+00    3.1284976E+00
    6.5500000E+00    3.1341218E+00
    6.6500000E+00    3.1397590E+00
    6.7500000E+00    3.1454085E+00
    6.8500000E+00    3.1510697E+00
    6.9500000E+00    3.1567419E+00
    7.0500000E+00    3.1624247E+00
    7.1500000E+00    3.1681177E+00
    7.2500000E+00    3.1738204E+00
    7.3500000E+00    3.1795325E+00
    7.4500000E+00    3.1852539E+00
    7.5500000E+00    3.1909842E+00
    7.6500000E+00    3.1967232E+00
    7.7500000E+00    3.2024709E+00
    7.8500000E+00    3.2082271E+00
    7.9500000E+00    3.2139918E+00
    8.0500000E+00    3.2197647E+00
    8.1500000E+00    3.2255461E+00
    8.2500000E+00    3.2313357E+00
    8.3500000E+00    3.2371338E+00
    8.4500000E+00    3.2429401E+00
    8.5500000E+00    3.2487550E+00
    8.6500000E+00    3.2545783E+00
    8.7500000E+00    3.2604102E+00
    8.8500000E+00    3.2662508E+00
    8.9500000E+00    3.2721002E+00
    9.0500000E+00    3.2779585E+00
    9.1500000E+00    3.2838258E+00
    9.2500000E+00    3.2897023E+00
    9.3500000E+00    3.2955882E+00
    9.4500000E+00    3.3014835E+00
    9.5500000E+00    3.3073885E+00
    9.6500000E+00    3.3133033E+00
    9.7500000E+00    3.3192282E+00
    9.8500000E+00    3.3251632E+00
    9.9500000E+00    3.3311086E+00
    1.0050000E+01    3.3370646E+00
    1.0150000E+01    3.3430314E+00
    1.0250000E+01    3.3490092E+00
    1.0350000E+01    3.3549981E+00
    1.0450000E+01    3.3609985E+00
    1.0550000E+01    3.3670105E+00
    1.0650000E+01    3.3730344E+00
    1.0750000E+01    3.3790704E+00
    1.0850000E+01    3.3851186E+00
    1.0950000E+01    3.3911794E+00
    1.1050000E+01    3.3972530E+00
    1.1150000E+01    3.4033396E+00
    1.1250000E+01    3.4094394E+00
    1.1350000E+01    3.4155527E+00
    1.1450000E+01    3.4216797E+00
    1.1550000E+01    3.4278206E+00
    1.1650000E+01    3.4339758E+00
    1.1750000E+01    3.4401454E+00
    1.1850000E+01    3.4463297E+00
    1.1950000E+01    3.4525289E+00
    1.2050000E+01    3.4587434E+00
    1.2150000E+01    3.4649732E+00
    1.2250000E+01    3.4712188E+00
    1.2350000E+01    3.4774802E+00
    1.2450000E+01    3.4837578E+00
    1.2550000E+01    3.4900519E+00
    1.2650000E+01    3.4963626E+00
    1.2750000E+01    3.5026902E+00
    1.2850000E+01    3.5090350E+00
    1.2950000E+01    3.5153972E+00
    1.3050000E+01    3.5217770E+00
    1.3150000E+01    3.5281746E+00
    1.3250000E+01    3.5345904E+00
    1.3350000E+01    3.5410245E+00
    1.3450000E+01    3.5474771E+00
    1.3550000E+01    3.5539486E+00
    1.3650000E+01    3.5604390E+00
    1.3750000E+01    3.5669486E+00
    1.3850000E+01    3.5734776E+00
    1.3950000E+01    3.5800263E+00
    1.4050000E+01    3.5865947E+00
    1.4150000E+01    3.5931831E+00
    1.4250000E+01    3.5997917E+00
    1.4350000E+01    3.6064206E+00
    1.4450000E+01    3.6130699E+00
    1.4550000E+01    3.6197398E+00
    1.4650000E+01    3.6264304E+00
    1.4750000E+01    3.6331418E+00
    1.4850000E+01    3.6398741E+00
    1.4950000E+01    3.6466273E+00
    1.5050000E+01    3.6534014E+00
    1.5150000E+01    3.6601965E+00
    1.5250000E+01    3.6670125E+00
    1.5350000E+01    3.6738494E+00
