# Time          3.0000E+00
    Distance         pH
  5.0000E-02    5.5060E+00
  1.5000E-01    5.5006E+00
  2.5000E-01    5.5082E+00
  3.5000E-01    5.5227E+00
  4.5000E-01    5.5386E+00
  5.5000E-01    5.5515E+00
  6.5000E-01    5.5609E+00
  7.5000E-01    5.5684E+00
  8.5000E-01    5.5752E+00
  9.5000E-01    5.5817E+00
  1.0500E+00    5.5882E+00
  1.1500E+00    5.5945E+00
  1.2500E+00    5.6009E+00
  1.3500E+00    5.6071E+00
  1.4500E+00    5.6133E+00
  1.5500E+00    5.6195E+00
  1.6500E+00    5.6256E+00
  1.7500E+00    5.6317E+00
  1.8500E+00    5.6378E+00
  1.9500E+00    5.6437E+00
  2.0500E+00    5.6497E+00
  2.1500E+00    5.6556E+00
  2.2500E+00    5.6614E+00
  2.3500E+00    5.6673E+00
  2.4500E+00    5.6730E+00
  2.5500E+00    5.6788E+00
  2.6500E+00    5.6845E+00
  2.7500E+00    5.6901E+00
  2.8500E+00    5.6957E+00
  2.9500E+00    5.7013E+00
  3.0500E+00    5.7069E+00
  3.1500E+00    5.7124E+00
  3.2500E+00    5.7179E+00
  3.3500E+00    5.7233E+00
  3.4500E+00    5.7287E+00
  3.5500E+00    5.7341E+00
  3.6500E+00    5.7394E+00
  3.7500E+00    5.7447E+00
  3.8500E+00    5.7500E+00
  3.9500E+00    5.7552E+00
  4.0500E+00    5.7605E+00
  4.1500E+00    5.7656E+00
  4.2500E+00    5.7708E+00
  4.3500E+00    5.7759E+00
  4.4500E+00    5.7810E+00
  4.5500E+00    5.7861E+00
  4.6500E+00    5.7911E+00
  4.7500E+00    5.7962E+00
  4.8500E+00    5.8012E+00
  4.9500E+00    5.8061E+00
  5.0500E+00    5.8111E+00
  5.1500E+00    5.8160E+00
  5.2500E+00    5.8209E+00
  5.3500E+00    5.8257E+00
  5.4500E+00    5.8306E+00
  5.5500E+00    5.8354E+00
  5.6500E+00    5.8402E+00
  5.7500E+00    5.8450E+00
  5.8500E+00    5.8497E+00
  5.9500E+00    5.8544E+00
  6.0500E+00    5.8591E+00
  6.1500E+00    5.8638E+00
  6.2500E+00    5.8685E+00
  6.3500E+00    5.8731E+00
  6.4500E+00    5.8778E+00
  6.5500E+00    5.8824E+00
  6.6500E+00    5.8870E+00
  6.7500E+00    5.8915E+00
  6.8500E+00    5.8961E+00
  6.9500E+00    5.9006E+00
  7.0500E+00    5.9051E+00
  7.1500E+00    5.9096E+00
  7.2500E+00    5.9141E+00
  7.3500E+00    5.9186E+00
  7.4500E+00    5.9230E+00
  7.5500E+00    5.9275E+00
  7.6500E+00    5.9319E+00
  7.7500E+00    5.9363E+00
  7.8500E+00    5.9407E+00
  7.9500E+00    5.9450E+00
  8.0500E+00    5.9494E+00
  8.1500E+00    5.9537E+00
  8.2500E+00    5.9580E+00
  8.3500E+00    5.9623E+00
  8.4500E+00    5.9666E+00
  8.5500E+00    5.9709E+00
  8.6500E+00    5.9752E+00
  8.7500E+00    5.9794E+00
  8.8500E+00    5.9837E+00
  8.9500E+00    5.9879E+00
  9.0500E+00    5.9921E+00
  9.1500E+00    5.9963E+00
  9.2500E+00    6.0005E+00
  9.3500E+00    6.0047E+00
  9.4500E+00    6.0089E+00
  9.5500E+00    6.0130E+00
  9.6500E+00    6.0172E+00
  9.7500E+00    6.0213E+00
  9.8500E+00    6.0254E+00
  9.9500E+00    6.0295E+00
  1.0050E+01    6.0337E+00
  1.0150E+01    6.0377E+00
  1.0250E+01    6.0418E+00
  1.0350E+01    6.0459E+00
  1.0450E+01    6.0500E+00
  1.0550E+01    6.0540E+00
  1.0650E+01    6.0581E+00
  1.0750E+01    6.0621E+00
  1.0850E+01    6.0661E+00
  1.0950E+01    6.0701E+00
  1.1050E+01    6.0741E+00
  1.1150E+01    6.0782E+00
  1.1250E+01    6.0821E+00
  1.1350E+01    6.0861E+00
  1.1450E+01    6.0901E+00
  1.1550E+01    6.0941E+00
  1.1650E+01    6.0980E+00
  1.1750E+01    6.1020E+00
  1.1850E+01    6.1059E+00
  1.1950E+01    6.1099E+00
  1.2050E+01    6.1138E+00
  1.2150E+01    6.1177E+00
  1.2250E+01    6.1217E+00
  1.2350E+01    6.1256E+00
  1.2450E+01    6.1295E+00
  1.2550E+01    6.1334E+00
  1.2650E+01    6.1373E+00
  1.2750E+01    6.1412E+00
  1.2850E+01    6.1450E+00
  1.2950E+01    6.1489E+00
  1.3050E+01    6.1528E+00
  1.3150E+01    6.1567E+00
  1.3250E+01    6.1605E+00
  1.3350E+01    6.1644E+00
  1.3450E+01    6.1682E+00
  1.3550E+01    6.1721E+00
  1.3650E+01    6.1759E+00
  1.3750E+01    6.1798E+00
  1.3850E+01    6.1836E+00
  1.3950E+01    6.1874E+00
  1.4050E+01    6.1912E+00
  1.4150E+01    6.1951E+00
  1.4250E+01    6.1989E+00
  1.4350E+01    6.2027E+00
  1.4450E+01    6.2065E+00
  1.4550E+01    6.2103E+00
  1.4650E+01    6.2141E+00
  1.4750E+01    6.2179E+00
  1.4850E+01    6.2217E+00
  1.4950E+01    6.2255E+00
  1.5050E+01    6.2293E+00
  1.5150E+01    6.2331E+00
  1.5250E+01    6.2369E+00
  1.5350E+01    6.2407E+00
  1.5450E+01    6.2445E+00
  1.5550E+01    6.2482E+00
  1.5650E+01    6.2520E+00
  1.5750E+01    6.2558E+00
  1.5850E+01    6.2596E+00
  1.5950E+01    6.2633E+00
  1.6050E+01    6.2671E+00
  1.6150E+01    6.2709E+00
  1.6250E+01    6.2747E+00
  1.6350E+01    6.2784E+00
  1.6450E+01    6.2822E+00
  1.6550E+01    6.2860E+00
  1.6650E+01    6.2897E+00
  1.6750E+01    6.2935E+00
  1.6850E+01    6.2973E+00
  1.6950E+01    6.3010E+00
  1.7050E+01    6.3048E+00
  1.7150E+01    6.3086E+00
  1.7250E+01    6.3123E+00
  1.7350E+01    6.3161E+00
  1.7450E+01    6.3198E+00
  1.7550E+01    6.3236E+00
  1.7650E+01    6.3274E+00
  1.7750E+01    6.3311E+00
  1.7850E+01    6.3349E+00
  1.7950E+01    6.3387E+00
  1.8050E+01    6.3424E+00
  1.8150E+01    6.3462E+00
  1.8250E+01    6.3500E+00
  1.8350E+01    6.3537E+00
  1.8450E+01    6.3575E+00
  1.8550E+01    6.3613E+00
  1.8650E+01    6.3651E+00
  1.8750E+01    6.3688E+00
  1.8850E+01    6.3726E+00
  1.8950E+01    6.3764E+00
  1.9050E+01    6.3802E+00
  1.9150E+01    6.3840E+00
  1.9250E+01    6.3877E+00
  1.9350E+01    6.3915E+00
  1.9450E+01    6.3953E+00
  1.9550E+01    6.3991E+00
  1.9650E+01    6.4029E+00
  1.9750E+01    6.4067E+00
  1.9850E+01    6.4106E+00
  1.9950E+01    6.4136E+00
