# Time          1.0000E-01
    Distance         pH
  5.0000E-02    5.4841E+00
  1.5000E-01    5.5265E+00
  2.5000E-01    5.5383E+00
  3.5000E-01    5.5453E+00
  4.5000E-01    5.5520E+00
  5.5000E-01    5.5586E+00
  6.5000E-01    5.5653E+00
  7.5000E-01    5.5718E+00
  8.5000E-01    5.5783E+00
  9.5000E-01    5.5848E+00
  1.0500E+00    5.5912E+00
  1.1500E+00    5.5975E+00
  1.2500E+00    5.6038E+00
  1.3500E+00    5.6100E+00
  1.4500E+00    5.6162E+00
  1.5500E+00    5.6224E+00
  1.6500E+00    5.6285E+00
  1.7500E+00    5.6345E+00
  1.8500E+00    5.6406E+00
  1.9500E+00    5.6465E+00
  2.0500E+00    5.6524E+00
  2.1500E+00    5.6583E+00
  2.2500E+00    5.6642E+00
  2.3500E+00    5.6700E+00
  2.4500E+00    5.6757E+00
  2.5500E+00    5.6814E+00
  2.6500E+00    5.6871E+00
  2.7500E+00    5.6928E+00
  2.8500E+00    5.6984E+00
  2.9500E+00    5.7039E+00
  3.0500E+00    5.7095E+00
  3.1500E+00    5.7149E+00
  3.2500E+00    5.7204E+00
  3.3500E+00    5.7258E+00
  3.4500E+00    5.7312E+00
  3.5500E+00    5.7366E+00
  3.6500E+00    5.7419E+00
  3.7500E+00    5.7472E+00
  3.8500E+00    5.7525E+00
  3.9500E+00    5.7577E+00
  4.0500E+00    5.7629E+00
  4.1500E+00    5.7681E+00
  4.2500E+00    5.7732E+00
  4.3500E+00    5.7783E+00
  4.4500E+00    5.7834E+00
  4.5500E+00    5.7885E+00
  4.6500E+00    5.7935E+00
  4.7500E+00    5.7985E+00
  4.8500E+00    5.8035E+00
  4.9500E+00    5.8084E+00
  5.0500E+00    5.8134E+00
  5.1500E+00    5.8183E+00
  5.2500E+00    5.8231E+00
  5.3500E+00    5.8280E+00
  5.4500E+00    5.8328E+00
  5.5500E+00    5.8376E+00
  5.6500E+00    5.8424E+00
  5.7500E+00    5.8472E+00
  5.8500E+00    5.8519E+00
  5.9500E+00    5.8566E+00
  6.0500E+00    5.8613E+00
  6.1500E+00    5.8660E+00
  6.2500E+00    5.8707E+00
  6.3500E+00    5.8753E+00
  6.4500E+00    5.8799E+00
  6.5500E+00    5.8845E+00
  6.6500E+00    5.8891E+00
  6.7500E+00    5.8937E+00
  6.8500E+00    5.8982E+00
  6.9500E+00    5.9027E+00
  7.0500E+00    5.9072E+00
  7.1500E+00    5.9117E+00
  7.2500E+00    5.9162E+00
  7.3500E+00    5.9207E+00
  7.4500E+00    5.9251E+00
  7.5500E+00    5.9295E+00
  7.6500E+00    5.9339E+00
  7.7500E+00    5.9383E+00
  7.8500E+00    5.9427E+00
  7.9500E+00    5.9471E+00
  8.0500E+00    5.9514E+00
  8.1500E+00    5.9557E+00
  8.2500E+00    5.9600E+00
  8.3500E+00    5.9644E+00
  8.4500E+00    5.9686E+00
  8.5500E+00    5.9729E+00
  8.6500E+00    5.9772E+00
  8.7500E+00    5.9814E+00
  8.8500E+00    5.9857E+00
  8.9500E+00    5.9899E+00
  9.0500E+00    5.9941E+00
  9.1500E+00    5.9983E+00
  9.2500E+00    6.0025E+00
  9.3500E+00    6.0067E+00
  9.4500E+00    6.0108E+00
  9.5500E+00    6.0150E+00
  9.6500E+00    6.0191E+00
  9.7500E+00    6.0232E+00
  9.8500E+00    6.0274E+00
  9.9500E+00    6.0315E+00
  1.0050E+01    6.0356E+00
  1.0150E+01    6.0397E+00
  1.0250E+01    6.0437E+00
  1.0350E+01    6.0478E+00
  1.0450E+01    6.0519E+00
  1.0550E+01    6.0559E+00
  1.0650E+01    6.0599E+00
  1.0750E+01    6.0640E+00
  1.0850E+01    6.0680E+00
  1.0950E+01    6.0720E+00
  1.1050E+01    6.0760E+00
  1.1150E+01    6.0800E+00
  1.1250E+01    6.0840E+00
  1.1350E+01    6.0880E+00
  1.1450E+01    6.0920E+00
  1.1550E+01    6.0959E+00
  1.1650E+01    6.0999E+00
  1.1750E+01    6.1038E+00
  1.1850E+01    6.1078E+00
  1.1950E+01    6.1117E+00
  1.2050E+01    6.1156E+00
  1.2150E+01    6.1196E+00
  1.2250E+01    6.1235E+00
  1.2350E+01    6.1274E+00
  1.2450E+01    6.1313E+00
  1.2550E+01    6.1352E+00
  1.2650E+01    6.1391E+00
  1.2750E+01    6.1430E+00
  1.2850E+01    6.1468E+00
  1.2950E+01    6.1507E+00
  1.3050E+01    6.1546E+00
  1.3150E+01    6.1585E+00
  1.3250E+01    6.1623E+00
  1.3350E+01    6.1662E+00
  1.3450E+01    6.1700E+00
  1.3550E+01    6.1739E+00
  1.3650E+01    6.1777E+00
  1.3750E+01    6.1815E+00
  1.3850E+01    6.1854E+00
  1.3950E+01    6.1892E+00
  1.4050E+01    6.1930E+00
  1.4150E+01    6.1968E+00
  1.4250E+01    6.2007E+00
  1.4350E+01    6.2045E+00
  1.4450E+01    6.2083E+00
  1.4550E+01    6.2121E+00
  1.4650E+01    6.2159E+00
  1.4750E+01    6.2197E+00
  1.4850E+01    6.2235E+00
  1.4950E+01    6.2273E+00
  1.5050E+01    6.2311E+00
  1.5150E+01    6.2349E+00
  1.5250E+01    6.2387E+00
  1.5350E+01    6.2424E+00
  1.5450E+01    6.2462E+00
  1.5550E+01    6.2500E+00
  1.5650E+01    6.2538E+00
  1.5750E+01    6.2576E+00
  1.5850E+01    6.2613E+00
  1.5950E+01    6.2651E+00
  1.6050E+01    6.2689E+00
  1.6150E+01    6.2726E+00
  1.6250E+01    6.2764E+00
  1.6350E+01    6.2802E+00
  1.6450E+01    6.2840E+00
  1.6550E+01    6.2877E+00
  1.6650E+01    6.2915E+00
  1.6750E+01    6.2953E+00
  1.6850E+01    6.2990E+00
  1.6950E+01    6.3028E+00
  1.7050E+01    6.3065E+00
  1.7150E+01    6.3103E+00
  1.7250E+01    6.3141E+00
  1.7350E+01    6.3178E+00
  1.7450E+01    6.3216E+00
  1.7550E+01    6.3254E+00
  1.7650E+01    6.3291E+00
  1.7750E+01    6.3329E+00
  1.7850E+01    6.3367E+00
  1.7950E+01    6.3404E+00
  1.8050E+01    6.3442E+00
  1.8150E+01    6.3480E+00
  1.8250E+01    6.3517E+00
  1.8350E+01    6.3555E+00
  1.8450E+01    6.3593E+00
  1.8550E+01    6.3631E+00
  1.8650E+01    6.3668E+00
  1.8750E+01    6.3706E+00
  1.8850E+01    6.3744E+00
  1.8950E+01    6.3782E+00
  1.9050E+01    6.3819E+00
  1.9150E+01    6.3857E+00
  1.9250E+01    6.3895E+00
  1.9350E+01    6.3933E+00
  1.9450E+01    6.3971E+00
  1.9550E+01    6.4009E+00
  1.9650E+01    6.4047E+00
  1.9750E+01    6.4085E+00
  1.9850E+01    6.4125E+00
  1.9950E+01    6.4580E+00
