# Time          3.5000E+00
    Distance         pH
  5.0000E-02    5.5131E+00
  1.5000E-01    5.5040E+00
  2.5000E-01    5.5069E+00
  3.5000E-01    5.5173E+00
  4.5000E-01    5.5316E+00
  5.5000E-01    5.5457E+00
  6.5000E-01    5.5571E+00
  7.5000E-01    5.5659E+00
  8.5000E-01    5.5732E+00
  9.5000E-01    5.5799E+00
  1.0500E+00    5.5864E+00
  1.1500E+00    5.5928E+00
  1.2500E+00    5.5992E+00
  1.3500E+00    5.6054E+00
  1.4500E+00    5.6117E+00
  1.5500E+00    5.6179E+00
  1.6500E+00    5.6240E+00
  1.7500E+00    5.6301E+00
  1.8500E+00    5.6361E+00
  1.9500E+00    5.6421E+00
  2.0500E+00    5.6481E+00
  2.1500E+00    5.6540E+00
  2.2500E+00    5.6599E+00
  2.3500E+00    5.6657E+00
  2.4500E+00    5.6715E+00
  2.5500E+00    5.6772E+00
  2.6500E+00    5.6829E+00
  2.7500E+00    5.6886E+00
  2.8500E+00    5.6942E+00
  2.9500E+00    5.6998E+00
  3.0500E+00    5.7054E+00
  3.1500E+00    5.7109E+00
  3.2500E+00    5.7164E+00
  3.3500E+00    5.7218E+00
  3.4500E+00    5.7272E+00
  3.5500E+00    5.7326E+00
  3.6500E+00    5.7380E+00
  3.7500E+00    5.7433E+00
  3.8500E+00    5.7486E+00
  3.9500E+00    5.7538E+00
  4.0500E+00    5.7591E+00
  4.1500E+00    5.7642E+00
  4.2500E+00    5.7694E+00
  4.3500E+00    5.7745E+00
  4.4500E+00    5.7796E+00
  4.5500E+00    5.7847E+00
  4.6500E+00    5.7898E+00
  4.7500E+00    5.7948E+00
  4.8500E+00    5.7998E+00
  4.9500E+00    5.8048E+00
  5.0500E+00    5.8097E+00
  5.1500E+00    5.8146E+00
  5.2500E+00    5.8195E+00
  5.3500E+00    5.8244E+00
  5.4500E+00    5.8293E+00
  5.5500E+00    5.8341E+00
  5.6500E+00    5.8389E+00
  5.7500E+00    5.8437E+00
  5.8500E+00    5.8484E+00
  5.9500E+00    5.8532E+00
  6.0500E+00    5.8579E+00
  6.1500E+00    5.8626E+00
  6.2500E+00    5.8672E+00
  6.3500E+00    5.8719E+00
  6.4500E+00    5.8765E+00
  6.5500E+00    5.8811E+00
  6.6500E+00    5.8857E+00
  6.7500E+00    5.8903E+00
  6.8500E+00    5.8949E+00
  6.9500E+00    5.8994E+00
  7.0500E+00    5.9039E+00
  7.1500E+00    5.9084E+00
  7.2500E+00    5.9129E+00
  7.3500E+00    5.9174E+00
  7.4500E+00    5.9218E+00
  7.5500E+00    5.9263E+00
  7.6500E+00    5.9307E+00
  7.7500E+00    5.9351E+00
  7.8500E+00    5.9395E+00
  7.9500E+00    5.9438E+00
  8.0500E+00    5.9482E+00
  8.1500E+00    5.9525E+00
  8.2500E+00    5.9569E+00
  8.3500E+00    5.9612E+00
  8.4500E+00    5.9655E+00
  8.5500E+00    5.9698E+00
  8.6500E+00    5.9740E+00
  8.7500E+00    5.9783E+00
  8.8500E+00    5.9825E+00
  8.9500E+00    5.9868E+00
  9.0500E+00    5.9910E+00
  9.1500E+00    5.9952E+00
  9.2500E+00    5.9994E+00
  9.3500E+00    6.0036E+00
  9.4500E+00    6.0077E+00
  9.5500E+00    6.0119E+00
  9.6500E+00    6.0161E+00
  9.7500E+00    6.0202E+00
  9.8500E+00    6.0243E+00
  9.9500E+00    6.0284E+00
  1.0050E+01    6.0325E+00
  1.0150E+01    6.0366E+00
  1.0250E+01    6.0407E+00
  1.0350E+01    6.0448E+00
  1.0450E+01    6.0489E+00
  1.0550E+01    6.0529E+00
  1.0650E+01    6.0570E+00
  1.0750E+01    6.0610E+00
  1.0850E+01    6.0650E+00
  1.0950E+01    6.0691E+00
  1.1050E+01    6.0731E+00
  1.1150E+01    6.0771E+00
  1.1250E+01    6.0811E+00
  1.1350E+01    6.0850E+00
  1.1450E+01    6.0890E+00
  1.1550E+01    6.0930E+00
  1.1650E+01    6.0970E+00
  1.1750E+01    6.1009E+00
  1.1850E+01    6.1049E+00
  1.1950E+01    6.1088E+00
  1.2050E+01    6.1127E+00
  1.2150E+01    6.1167E+00
  1.2250E+01    6.1206E+00
  1.2350E+01    6.1245E+00
  1.2450E+01    6.1284E+00
  1.2550E+01    6.1323E+00
  1.2650E+01    6.1362E+00
  1.2750E+01    6.1401E+00
  1.2850E+01    6.1440E+00
  1.2950E+01    6.1479E+00
  1.3050E+01    6.1517E+00
  1.3150E+01    6.1556E+00
  1.3250E+01    6.1595E+00
  1.3350E+01    6.1633E+00
  1.3450E+01    6.1672E+00
  1.3550E+01    6.1710E+00
  1.3650E+01    6.1749E+00
  1.3750E+01    6.1787E+00
  1.3850E+01    6.1825E+00
  1.3950E+01    6.1864E+00
  1.4050E+01    6.1902E+00
  1.4150E+01    6.1940E+00
  1.4250E+01    6.1979E+00
  1.4350E+01    6.2017E+00
  1.4450E+01    6.2055E+00
  1.4550E+01    6.2093E+00
  1.4650E+01    6.2131E+00
  1.4750E+01    6.2169E+00
  1.4850E+01    6.2207E+00
  1.4950E+01    6.2245E+00
  1.5050E+01    6.2283E+00
  1.5150E+01    6.2321E+00
  1.5250E+01    6.2359E+00
  1.5350E+01    6.2396E+00
  1.5450E+01    6.2434E+00
  1.5550E+01    6.2472E+00
  1.5650E+01    6.2510E+00
  1.5750E+01    6.2548E+00
  1.5850E+01    6.2585E+00
  1.5950E+01    6.2623E+00
  1.6050E+01    6.2661E+00
  1.6150E+01    6.2699E+00
  1.6250E+01    6.2736E+00
  1.6350E+01    6.2774E+00
  1.6450E+01    6.2812E+00
  1.6550E+01    6.2849E+00
  1.6650E+01    6.2887E+00
  1.6750E+01    6.2925E+00
  1.6850E+01    6.2962E+00
  1.6950E+01    6.3000E+00
  1.7050E+01    6.3038E+00
  1.7150E+01    6.3075E+00
  1.7250E+01    6.3113E+00
  1.7350E+01    6.3151E+00
  1.7450E+01    6.3188E+00
  1.7550E+01    6.3226E+00
  1.7650E+01    6.3264E+00
  1.7750E+01    6.3301E+00
  1.7850E+01    6.3339E+00
  1.7950E+01    6.3376E+00
  1.8050E+01    6.3414E+00
  1.8150E+01    6.3452E+00
  1.8250E+01    6.3490E+00
  1.8350E+01    6.3527E+00
  1.8450E+01    6.3565E+00
  1.8550E+01    6.3603E+00
  1.8650E+01    6.3640E+00
  1.8750E+01    6.3678E+00
  1.8850E+01    6.3716E+00
  1.8950E+01    6.3754E+00
  1.9050E+01    6.3792E+00
  1.9150E+01    6.3829E+00
  1.9250E+01    6.3867E+00
  1.9350E+01    6.3905E+00
  1.9450E+01    6.3943E+00
  1.9550E+01    6.3981E+00
  1.9650E+01    6.4019E+00
  1.9750E+01    6.4057E+00
